procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
46  3      0 224999584 164428 3375380    0    0 68701 127717 351795 923535 52 11 28  8  0
53  2      0 224745216 164428 3397852    0    0 90911 85096 381058 1020491 58 13 22  7  0
48  1      0 224498928 164428 3420892    0    0 86629 88857 388094 1022420 58 13 23  6  0
44  6      0 224273856 164428 3444396    0    0 83917 87536 369143 973114 56 12 25  7  0
55  0      0 224310368 164440 3463928    0    0 81096 99405 368239 970258 56 12 24  7  0
53  0      0 224105088 164452 3484664    0    0 76683 157436 332302 880633 52 11 28  9  0
25 21      0 223871792 164464 3506532    0    0 106350 93334 365967 976970 57 12 22  9  0
44  1      0 223629776 164464 3528844    0    0 104121 84040 381124 991774 56 12 24  8  0
47  2      0 223396896 164468 3550272    0    0 86046 107397 365863 953901 54 12 26  8  0
57  5      0 223169936 164468 3571912    0    0 84216 87376 379145 997920 57 12 24  7  0
46  4      0 222945472 164476 3594476    0    0 65349 108369 370800 958337 56 11 26  7  0
15 34      0 222713760 164484 3616708    0    0 67124 85740 381921 997576 58 12 24  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
45  6      0 222502208 164484 3638716    0    0 81747 82120 375926 993651 57 12 24  7  0
40  1      0 222283760 164484 3661248    0    0 98783 85261 366377 974721 57 12 24  7  0
45  1      0 222053904 164488 3685180    0    0 82924 86508 381729 1026659 59 13 21  7  0
 8 38      0 221856304 164488 3704772    0    0 78021 130209 344832 927500 55 11 28  6  0
46  2      0 221627952 164500 3729700    0    0 65562 87908 377150 1019723 59 13 21  7  0
44  5      0 221412544 164500 3751696    0    0 102018 86513 368935 977651 57 12 24  8  0
48  1      0 221173792 164500 3776524    0    0 68506 97697 392344 1047030 60 13 21  6  0
57  2      0 220976240 164508 3797796    0    0 97599 89873 363540 992109 58 12 22  8  0
51  4      0 220775296 164528 3819088    0    0 95645 127500 328823 871997 51 11 30  9  0
50  0      0 220544992 164536 3842892    0    0 49462 73264 391682 1084302 64 14 19  3  0
54  0      0 220569376 164544 3867316    0    0 61599 88880 357564 997339 61 12 22  5  0
55  1      0 220358992 164548 3889844    0    0 64476 98033 367282 1009817 61 13 20  6  0
32 15      0 220107488 164548 3914952    0    0 59424 76132 387035 1064809 63 14 20  4  0
53  3      0 219898880 164548 3935732    0    0 65899 111020 347792 951540 56 12 26  6  0
46  1      0 219667984 164560 3960904    0    0 67316 70609 377945 1051865 63 13 20  4  0
53  1      0 219439632 164560 3985108    0    0 68121 71404 375352 1060366 63 13 19  4  0
48  0      0 219204576 164560 4009012    0    0 49254 73924 386574 1087401 66 13 18  3  0
53  4      0 219006048 164560 4031912    0    0 53783 113104 346427 968486 59 11 24  5  0
55  0      0 218786992 164560 4056328    0    0 63186 71140 375326 1056565 63 14 20  4  0
55  3      0 218577104 164568 4079636    0    0 62200 71229 372790 1057780 64 13 19  4  0
53  0      0 218361376 164568 4105576    0    0 63041 70672 370720 1052482 63 13 19  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  5      0 218161088 164568 4128260    0    0 41242 115468 348032 1017367 62 13 21  4  0
60  2      0 217954832 164572 4152828    0    0 59690 69888 366471 1001222 61 12 22  5  0
54  1      0 217744480 164572 4176308    0    0 43856 73336 401426 1074614 65 14 18  3  0
56  0      0 217548144 164576 4202096    0    0 74349 67421 372134 1008195 62 12 21  5  0
51  2      0 217336176 164584 4226092    0    0 43596 70756 377928 1070310 65 13 19  3  0
56  1      0 217407072 164596 4248912    0    0 51018 116980 316735 900298 56 11 29  4  0
39 21      0 217207952 164596 4272468    0    0 41998 95484 354964 1049210 66 14 17  3  0
61  0      0 217005808 164600 4296244    0    0 64884 90697 356590 1016121 63 13 19  5  0
42  2      0 216787616 164600 4319716    0    0 89491 86421 365032 996014 59 13 23  6  0
59  1      0 216600736 164616 4344320    0    0 74647 82793 360092 1006505 62 12 20  5  0
51  1      0 216415920 164620 4365956    0    0 55050 112912 327735 947098 58 12 25  5  0
60  4      0 216212096 164620 4391252    0    0 58473 69052 362048 1053078 65 13 18  4  0
55  1      0 216001568 164620 4415768    0    0 42175 63776 363219 1072433 67 14 17  2  0
39 10      0 215790400 164624 4441296    0    0 60976 65928 357063 1031494 64 13 20  3  0
44  1      0 215613088 164632 4462656    0    0 89605 87973 351219 972762 59 12 22  7  0
56  2      0 215437712 164640 4484456    0    0 75519 131040 327714 894375 55 11 27  8  0
50  1      0 215244736 164640 4507632    0    0 65077 79301 361798 1024267 63 13 20  4  0
51  2      0 215047440 164640 4533764    0    0 54713 73472 363596 1051680 65 13 19  3  0
 7 36      0 214853056 164640 4555812    0    0 81327 71732 362240 1032107 63 13 19  4  0
50  2      0 214677456 164652 4579944    0    0 34569 116756 329848 925678 57 12 25  6  0
28  9      0 214496480 164652 4603140    0    0 57594 75321 367253 1037872 64 13 20  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
50  4      0 214304112 164652 4629372    0    0 62454 70000 349734 1011531 63 12 20  4  0
20  1      0 214380688 164660 4650808    0    0 51992 89128 333252 997669 63 13 20  4  0
45  0      0 214204944 164664 4675452    0    0 53724 98092 338164 999230 64 13 19  5  0
53  0      0 214023072 164672 4696048    0    0 69108 118425 310742 903217 56 12 26  6  0
45  0      0 213834144 164676 4722200    0    0 60821 71300 349606 1017475 64 13 19  4  0
50  0      0 213638048 164676 4744764    0    0 61035 70432 349050 1033415 65 13 18  4  0
57  2      0 213443344 164676 4770752    0    0 39078 74316 361708 1071845 68 13 17  2  0
48  1      0 213249632 164676 4794456    0    0 53393 72869 350224 1039876 66 13 18  3  0
33  4      0 213095808 164684 4818460    0    0 48043 115532 316412 943597 59 12 24  5  0
 0 28      0 212856576 164692 4832672    0    0 282133 66469 199493 538707 35  6 43 16  0
43  4      0 212690464 164692 4850200    0    0 80346 143901 299867 815251 55 10 27  8  0
58  4      0 212506256 164696 4868580    0    0 136794 125641 283950 750461 50  9 29 11  0
66  0      0 212343072 164700 4889752    0    0 94633 111189 298920 871514 59 11 23  7  0
 5 28      0 212186560 164708 4911328    0    0 68690 113601 320342 928909 63 11 20  6  0
 6  5      0 212027952 164716 4930160    0    0 98954 142221 266241 776147 53 10 28  9  0
39  4      0 211882944 164720 4949816    0    0 72939 110601 287989 836001 57 10 26  6  0
66  1      0 211725152 164720 4971048    0    0 88232 101536 295192 884474 61 11 20  8  0
62  4      0 211539744 164724 4988780    0    0 138392 94161 263837 771394 54  9 27 10  0
55  0      0 211419392 164728 5013456    0    0 52112 109357 320166 944865 65 12 19  5  0
13 28      0 211535648 164748 5032284    0    0 112127 110029 294830 852164 59 10 23  7  0
50  2      0 211359392 164772 5048436    0    0 148079 117569 237640 698558 49  9 27 14  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
38  8      0 211328112 164784 5068932    0    0 83863 191502 251493 731670 51  9 33  8  0
53  3      0 211206000 164784 5089520    0    0 89071 88922 322432 951727 62 12 20  6  0
51  2      0 211081840 164784 5112756    0    0 73772 73152 347176 1014210 63 13 19  5  0
31 25      0 210853440 164792 5138780    0    0 78773 77296 403836 1088200 65 13 19  3  0
52  1      0 210631232 164792 5162800    0    0 57907 75925 407269 1051680 61 14 20  5  0
43  1      0 210426128 164796 5184160    0    0 89376 114268 325199 905127 53 11 28  8  0
61  0      0 210230048 164796 5207788    0    0 81286 71068 363474 1028663 62 13 21  5  0
49  3      0 210040032 164796 5233056    0    0 65207 82913 378248 1053378 61 13 21  4  0
 6 23      0 209845264 164796 5254016    0    0 115184 81920 347059 973476 58 12 24  6  0
41  1      0 209666368 164804 5280256    0    0 62469 86961 368847 1036870 62 13 21  4  0
53  2      0 209484640 164808 5300072    0    0 75896 129404 332231 895466 53 11 30  7  0
54  1      0 209319552 164808 5325104    0    0 73572 86537 360804 1030574 62 13 21  5  0
52  1      0 209130368 164808 5348836    0    0 81304 82869 361703 999711 59 13 23  6  0
48  3      0 208959520 164808 5373912    0    0 40456 72664 372252 1089245 67 14 17  2  0
45  1      0 208771200 164816 5399408    0    0 71066 67116 360514 1038631 63 13 20  4  0
32  8      0 208851152 164828 5421764    0    0 53777 113404 328918 945100 57 12 28  3  0
55  2      0 208676144 164832 5446692    0    0 35853 94668 338373 1023373 66 13 17  4  0
38  3      0 208512160 164832 5469956    0    0 55476 95361 339574 1022604 64 13 19  4  0
55  2      0 208311776 164832 5498164    0    0 66098 70360 365362 1062341 65 14 19  3  0
 2 21      0 208126320 164840 5523344    0    0 41907 85960 365391 1065448 66 13 18  3  0
63  0      0 207957536 164840 5546096    0    0 51560 101976 322245 963784 59 12 25  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
51  0      0 207784160 164844 5569336    0    0 54111 69321 349335 1059198 66 13 18  3  0
45  1      0 207601824 164844 5597788    0    0 54967 71248 357869 1055476 65 13 18  3  0
41  1      0 207436464 164844 5621476    0    0 35106 72664 361311 1100411 68 14 16  2  0
50  2      0 207273664 164852 5644796    0    0 49533 113532 316343 939016 58 12 25  4  0
42  2      0 207109920 164852 5670076    0    0 51920 70676 361728 1047921 65 13 19  4  0
61  2      0 206936496 164856 5697304    0    0 35353 72925 365630 1080778 66 14 18  2  0
58  2      0 206773776 164856 5722804    0    0 33499 70068 363057 1092248 67 14 17  2  0
56  3      0 206614880 164856 5747748    0    0 46420 68932 349793 1051185 66 13 19  3  0
53  1      0 206478400 164872 5769984    0    0 61952 111612 308555 891226 55 11 29  5  0
57  2      0 206314816 164872 5794056    0    0 32331 72632 368734 1084872 67 13 17  2  0
57  0      0 206396928 164880 5821932    0    0 45653 75404 344106 1015475 64 12 21  3  0
43  3      0 206254432 164884 5843832    0    0 31015 96409 342386 1055690 68 13 16  2  0
52  0      0 206091424 164884 5870764    0    0 53720 86680 340257 1033065 65 13 18  4  0
51  0      0 205950512 164892 5891260    0    0 51455 114141 310377 929422 57 12 26  5  0
52  1      0 205787520 164896 5917456    0    0 66002 92268 351042 1023744 63 12 20  5  0
65  0      0 205640144 164896 5940348    0    0 65014 93877 351798 1009986 62 13 21  4  0
 1  5      0 205502960 164900 5963688    0    0 78247 124944 318089 917982 56 11 26  6  0
49  3      0 205361312 164904 5986376    0    0 61318 92245 340118 992472 62 12 22  4  0
51  1      0 205224240 164904 6010244    0    0 61094 104204 335408 981895 60 12 23  5  0
 0 32      0 205085536 164916 6031616    0    0 96312 85074 339972 961849 59 12 24  6  0
48  2      0 204937744 164916 6057000    0    0 63020 93564 347898 991677 61 13 22  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 33      0 204794336 164920 6079996    0    0 78308 91821 348978 992498 60 12 22  5  0
44  7      0 204639312 164920 6106780    0    0 28157 75452 354104 1057085 66 13 18  2  0
50  1      0 204518816 164920 6127848    0    0 62050 135897 312318 881897 54 11 30  5  0
47  1      0 204383408 164948 6152124    0    0 80002 89680 341817 971718 60 12 23  5  0
61  0      0 204245696 164948 6175200    0    0 60146 92305 351024 1005696 62 12 22  4  0
48  1      0 204106128 164948 6199736    0    0 67879 80429 352982 1000780 62 12 22  4  0
58  1      0 204204032 164960 6223084    0    0 42715 85948 332878 1001832 64 13 21  3  0
43  4      0 204067680 164964 6246284    0    0 26901 148412 293927 915527 61 11 24  4  0
57  2      0 203914192 164972 6269528    0    0 59968 75525 332667 1023078 65 13 18  4  0
60  1      0 203756064 164972 6295080    0    0 48898 70516 336207 1054790 67 13 17  3  0
58  0      0 203601392 164976 6319884    0    0 54630 68876 339251 1030536 66 13 18  3  0
54  2      0 203454720 164976 6345264    0    0 45097 70080 341891 1050635 66 14 17  3  0
49  2      0 203321104 164976 6368692    0    0 28293 120465 312092 958682 60 12 25  3  0
53  0      0 203167520 164984 6394132    0    0 50153 68964 343882 1036165 65 13 19  3  0
49  0      0 203030048 164988 6419472    0    0 45097 71548 341427 1035274 65 13 19  3  0
67  0      0 202878096 164988 6444176    0    0 49097 70472 339706 1035062 65 13 19  3  0
56  0      0 202743136 164988 6470072    0    0 25489 73224 348614 1068646 68 14 17  2  0
64  0      0 202627344 164988 6492704    0    0 56634 117329 303011 897668 56 11 27  6  0
47  0      0 202484672 164996 6517600    0    0 27725 81028 355446 1057128 67 13 18  2  0
57  0      0 202351344 165000 6542912    0    0 70221 70913 340758 992578 62 12 22  4  0
56  2      0 202224688 165000 6566728    0    0 42080 70016 343226 1045629 67 13 18  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
28  0      0 202083904 165000 6593332    0    0 48415 71784 344403 1021866 64 13 20  3  0
53  1      0 202213920 165012 6614524    0    0 37535 131692 294878 887060 57 11 27  4  0
41  1      0 202083008 165020 6639412    0    0 27040 101501 336679 1036131 68 13 17  2  0
41  1      0 201933888 165020 6665328    0    0 49525 79644 332456 1011241 66 12 19  3  0
49  2      0 201781456 165024 6689392    0    0 56198 70609 333852 1014225 65 13 19  4  0
41  1      0 201644128 165024 6715164    0    0 44102 71152 340672 1033973 67 13 18  2  0
54  1      0 201515488 165024 6737848    0    0 46256 117740 307753 922220 59 11 26  4  0
55  1      0 201383376 165036 6763980    0    0 43602 71640 335745 1035952 66 14 18  3  0
40 11      0 201250912 165036 6789324    0    0 23739 73832 339615 1067227 69 14 16  1  0
48  1      0 201115808 165036 6813008    0    0 55371 69953 327154 1006826 65 13 19  3  0
40  0      0 200975840 165036 6837704    0    0 57024 63524 323245 1009448 65 13 20  3  0
54  2      0 200875376 165040 6861848    0    0 23102 117796 312041 947360 61 12 25  2  0
37 10      0 200772768 165060 6885144    0    0 75708 83597 327177 937081 59 12 24  5  0
24  0      0 200659776 165060 6909132    0    0 78305 83405 334639 976342 61 12 22  4  0
44  0      0 200529280 165060 6934576    0    0 23534 66772 345072 1054782 68 13 17  1  0
48  0      0 200398752 165060 6961736    0    0 23179 60272 343345 1070456 69 13 16  1  0
64  1      0 200288576 165064 6983600    0    0 20011 107080 314333 958806 62 12 25  2  0
55  2      0 200496112 165072 7009240    0    0 22000 72964 317187 1006255 67 13 19  1  0
53  1      0 200390144 165080 7034492    0    0 21185 86924 318413 1041111 70 13 15  2  0
58  0      0 200272912 165084 7059272    0    0 31281 66468 322658 1055274 70 13 15  2  0
19 15      0 200168416 165084 7085872    0    0 29368 69060 332766 1063041 70 13 15  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
62  0      0 200085808 165084 7107664    0    0 23126 92984 299557 948585 63 12 23  2  0
50  1      0 200005024 165084 7136680    0    0 23872 60424 335253 1053210 69 13 16  1  0
52  1      0 199941184 165092 7161372    0    0 37186 57796 324898 1034640 68 13 17  2  0
58  0      0 199877904 165092 7188296    0    0 22505 59760 344225 1053352 70 13 16  1  0
59  0      0 199825984 165092 7211820    0    0 19843 104308 322386 942419 61 12 24  3  0
57  1      0 199772544 165092 7236816    0    0 22241 60176 356972 1059773 70 13 16  1  0
48  0      0 199723376 165092 7262752    0    0 45218 58348 345529 1018782 66 13 18  2  0
59  1      0 199676176 165100 7288468    0    0 20135 58860 338744 1060907 69 14 16  1  0
62  1      0 199632720 165100 7311112    0    0 35764 57516 332449 1033107 67 13 18  2  0
51  0      0 199587040 165104 7336948    0    0 18303 104748 312124 953398 62 12 24  2  0
58  2      0 199541984 165104 7361352    0    0 20006 60528 340074 1048382 68 14 17  1  0
49  6      0 199494320 165104 7387672    0    0 19923 59944 346298 1054792 68 13 17  1  0
54  1      0 199694560 165120 7410228    0    0 20044 78456 303168 996183 69 13 17  1  0
51  0      0 199645312 165120 7437232    0    0 35509 83288 311844 989265 68 12 18  2  0
57  0      0 199602080 165124 7459808    0    0 30610 105209 295166 929975 63 11 24  2  0
53  1      0 199548224 165124 7486068    0    0 27191 59720 329701 1052516 70 14 15  1  0
55  0      0 199501648 165124 7510660    0    0 24275 56980 328691 1058177 70 14 15  1  0
49  2      0 199453872 165124 7536500    0    0 23769 59496 336915 1049860 69 13 16  1  0
60  2      0 199408960 165136 7561696    0    0 20196 105452 298825 938764 63 11 24  2  0
54  0      0 199366240 165136 7586084    0    0 21863 66432 337358 1038395 69 13 17  1  0
38 12      0 199108624 165144 7596352    0    0 392536 48249 115916 316801 22  4 62 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
