procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
40  5      0 247641920 164324 2379840    0    0 126496 67328 363704 1021765 63 13 15  9  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
62  1      0 247600192 164324 2404016    0    0 124278 68153 367360 1016135 62 13 16  9  0
53  5      0 247557616 164332 2428520    0    0 107839 68792 380637 1063874 66 14 14  7  0
48  8      0 247516112 164332 2451464    0    0 143102 71040 349552 956364 60 12 16 12  0
 4 41      0 247481344 164340 2471672    0    0 126155 128113 329889 892770 54 12 22 13  0
43  4      0 247442064 164340 2493800    0    0 129434 79048 352003 946972 58 11 18 12  0
41  2      0 247401696 164344 2515784    0    0 141616 79309 352325 956687 58 12 17 12  0
 8 45      0 247361440 164356 2539604    0    0 129037 83281 374205 1016918 63 12 16  9  0
57  4      0 247290368 164356 2561188    0    0 132130 73336 355024 957027 58 12 19 12  0
 0 36      0 247249408 164356 2585152    0    0 118854 87472 364081 1012141 63 13 16  9  0
51  6      0 247206960 164356 2607320    0    0 102908 94316 347205 954318 59 12 20  9  0
47  4      0 247153072 164360 2630928    0    0 113298 67369 348928 982098 62 14 17  7  0
52  2      0 247097616 164380 2653580    0    0 141940 61692 359181 970363 60 12 18 10  0
43  4      0 247040544 164388 2678092    0    0 104972 69876 366575 1035925 67 12 14  7  0
24 31      0 246999600 164392 2701772    0    0 101901 82756 348478 1016719 66 14 13  8  0
54  4      0 246961696 164392 2723044    0    0 102996 111309 328680 937012 59 12 19 10  0
50  6      0 246914144 164392 2748268    0    0 116544 57840 371054 1059920 68 14 13  6  0
50  3      0 246871632 164392 2773304    0    0 112535 57524 371303 1067513 68 14 13  5  0
47  2      0 246829280 164400 2797740    0    0 125352 56100 365745 1028345 64 14 15  7  0
 3 34      0 246788912 164400 2822120    0    0 109680 72484 368085 1051804 67 13 14  6  0
42  5      0 246751424 164400 2844716    0    0 101456 87948 359575 974920 61 13 18  8  0
52  1      0 246708960 164400 2869652    0    0 109544 58016 373862 1064991 67 14 14  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
31  4      0 246665696 164400 2894412    0    0 107177 56972 373549 1059704 67 14 14  5  0
44  4      0 246623616 164408 2918808    0    0 108174 57788 374654 1063452 67 14 14  5  0
56  3      0 246586720 164412 2940936    0    0 97386 102068 339791 966068 61 12 19  8  0
56  4      0 246543104 164412 2966272    0    0 109880 58400 375854 1055733 67 13 14  6  0
53  4      0 246499664 164412 2991024    0    0 109648 59656 377887 1059001 67 13 14  6  0
50  4      0 246456576 164412 3015572    0    0 105665 57648 372812 1060837 66 14 14  5  0
48  3      0 246414848 164420 3039788    0    0 106367 57668 377011 1051385 66 14 15  5  0
61  3      0 246631664 164428 3060896    0    0 91181 101964 326580 916071 58 12 23  8  0
60  4      0 246591600 164428 3084904    0    0 103438 80360 341542 1002678 67 13 13  7  0
49  7      0 246548240 164436 3108056    0    0 113174 78828 343743 983830 64 13 14  9  0
29 19      0 246504704 164436 3132052    0    0 130781 54624 360026 1027621 66 13 14  7  0
56  6      0 246462752 164444 3156468    0    0 114120 55584 367271 1065157 68 13 13  6  0
52  2      0 246424960 164444 3178884    0    0 100197 102392 332517 946868 60 12 19  8  0
52  3      0 246383856 164444 3203204    0    0 110329 57024 370101 1056335 67 14 14  5  0
54  2      0 246338112 164444 3228536    0    0 110312 58596 369141 1050489 68 13 13  6  0
51  5      0 246295728 164444 3253068    0    0 110615 57296 368474 1057860 68 14 13  5  0
51  6      0 246253280 164444 3277784    0    0 107734 56124 370589 1056620 67 14 14  5  0
51  0      0 246215504 164456 3300008    0    0 99336 102069 340136 960195 61 12 19  8  0
55  3      0 246172592 164456 3324200    0    0 107074 56248 370448 1058988 68 13 14  5  0
61  3      0 246132624 164456 3348116    0    0 108111 57996 372905 1057329 67 14 14  6  0
34  6      0 245844896 164460 3358712    0    0 340251 43780 170631 458513 29  6 37 28  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
31 23      0 245758944 164464 3376524    0    0 160649 141373 283885 738081 50  9 21 20  0
61  4      0 245682416 164472 3392824    0    0 172459 128226 262487 688087 47  8 24 21  0
 0 26      0 245603248 164476 3410144    0    0 150973 173509 273209 712306 49  9 22 20  0
 9 32      0 245566048 164480 3430064    0    0 135045 111673 285561 785948 54 10 20 15  0
52  4      0 245525968 164484 3448636    0    0 121424 111525 301431 819361 57 10 18 15  0
36 20      0 245706208 164492 3465944    0    0 161186 109468 254544 716921 52  9 21 17  0
58  6      0 245647248 164508 3482612    0    0 142383 150398 247512 691648 50  9 22 19  0
49  4      0 245601088 164508 3502996    0    0 132630 107073 293150 835061 60 11 16 14  0
56  6      0 245544384 164512 3521780    0    0 165445 94324 278374 795762 56 11 19 14  0
33 22      0 245502288 164512 3539808    0    0 152032 111917 262869 747744 52  9 21 17  0
59  4      0 245434560 164516 3558492    0    0 147101 110445 279143 792179 56 10 17 17  0
33 22      0 245425456 164528 3575008    0    0 200911 97510 256526 702051 48  9 23 20  0
26 27      0 245391936 164528 3596408    0    0 115576 91581 330098 939209 63 12 15 11  0
53  5      0 245598016 164580 3617740    0    0 155438 56293 347731 932845 57 12 18 14  0
58  4      0 245559760 164580 3641512    0    0 146313 61064 385231 1014563 61 13 16 11  0
 9 45      0 245516208 164584 3662956    0    0 123383 109976 343633 944342 57 12 20 11  0
57  6      0 245471504 164592 3684812    0    0 150909 54101 356314 981233 59 13 17 11  0
59  7      0 245431392 164592 3708808    0    0 133471 59148 395384 1053193 63 13 15  8  0
48  3      0 245390432 164596 3734424    0    0 120815 61700 400582 1063518 65 14 14  7  0
52  2      0 245350944 164596 3757452    0    0 129211 58828 394991 1043446 64 13 15  8  0
44  4      0 245314688 164600 3779540    0    0 104037 105952 364235 953244 58 12 20 10  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
49  5      0 245275584 164608 3802812    0    0 142162 64585 364222 996301 60 13 17 11  0
48  2      0 245234496 164608 3825948    0    0 124909 76553 377595 1020409 62 13 15 10  0
28 23      0 245435680 164620 3848288    0    0 157851 69908 347452 913880 55 11 21 13  0
55  6      0 245398096 164620 3871952    0    0 108367 94748 358237 1006480 64 13 14  9  0
 1 22      0 245355024 164620 3893676    0    0 114754 127628 331478 921819 59 11 17 13  0
56  4      0 245309920 164632 3915968    0    0 138736 77121 345113 944627 58 13 19 11  0
30  1      0 245269840 164632 3939856    0    0 126534 67504 374224 1043134 64 13 15  8  0
46  6      0 245226608 164632 3964128    0    0 117528 68761 368632 1034247 64 13 15  8  0
42 17      0 245169760 164632 3986104    0    0 137959 64584 351639 984597 61 13 17 10  0
 5 42      0 245129776 164632 4010172    0    0 128710 69484 376214 1043556 64 13 15  8  0
58  4      0 245092640 164644 4032220    0    0 99805 115876 335398 933879 57 12 20 10  0
48  5      0 245047936 164644 4056008    0    0 122013 63748 372498 1044584 64 13 15  8  0
55  2      0 245004224 164644 4077840    0    0 147243 73997 347263 941763 57 12 19 12  0
54  5      0 244966752 164644 4100356    0    0 138646 79728 360979 968329 59 12 17 11  0
50  4      0 244927424 164648 4124432    0    0 122549 83333 372882 996336 60 13 17 10  0
51  4      0 244894512 164652 4144156    0    0 123306 126564 320230 854271 52 10 25 13  0
42 11      0 244857616 164664 4166036    0    0 146983 78493 352431 936857 56 12 19 13  0
59  7      0 244819888 164664 4189440    0    0 119542 82160 373525 1012617 61 13 16 10  0
58  3      0 244754976 164664 4212252    0    0 132658 71065 366864 996980 61 13 17 10  0
55  2      0 244693088 164664 4235564    0    0 136526 67132 367288 983820 61 12 18  9  0
54  6      0 244898560 164676 4255392    0    0 113863 131908 300504 825489 52 10 24 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
57  2      0 244862304 164684 4278252    0    0 117347 94612 344675 971976 62 12 15 11  0
36  6      0 244823184 164688 4301132    0    0 132904 71869 356981 991239 62 13 15 10  0
 0 51      0 244764064 164688 4324572    0    0 133692 75688 365590 1009822 62 13 15 10  0
45 13      0 244724560 164688 4347596    0    0 121838 80309 360264 990188 62 12 16 10  0
58  3      0 244703216 164688 4370128    0    0 139453 78856 355541 966046 59 12 17 11  0
48  6      0 244670400 164704 4389044    0    0 142948 127233 305452 810800 49 10 25 16  0
 7 49      0 244633760 164704 4411456    0    0 123590 89728 367826 1000618 61 13 16 11  0
55  1      0 244596400 164712 4432800    0    0 148767 83825 347046 921209 56 12 18 14  0
 3 39      0 244558576 164712 4455684    0    0 139399 88969 363155 966980 59 12 17 12  0
46  5      0 244522144 164712 4478680    0    0 118490 80348 364187 985910 61 12 17 10  0
 0 38      0 244489504 164724 4498392    0    0 140164 124896 315305 836489 51 10 24 15  0
54  2      0 244451952 164728 4521216    0    0 121031 82205 366448 997252 61 12 16 10  0
35 22      0 244416208 164728 4542916    0    0 138104 79520 363339 967526 59 12 18 11  0
51  7      0 244378816 164728 4565452    0    0 134147 79885 363110 979742 59 13 17 12  0
48  4      0 244328320 164736 4587068    0    0 138026 82493 359114 951071 58 12 18 12  0
 6 43      0 244290720 164744 4610064    0    0 139108 87256 374940 992863 60 12 17 11  0
46  6      0 244258752 164748 4628860    0    0 106389 126889 314947 827331 51 10 24 15  0
57  4      0 244477344 164760 4650548    0    0 127652 99572 334800 914056 58 12 18 13  0
19 43      0 244444032 164764 4671452    0    0 143396 104208 328355 883959 57 11 17 15  0
59  2      0 244406272 164764 4693440    0    0 143101 81653 365080 949600 59 12 16 12  0
54  4      0 244367184 164772 4716600    0    0 128192 81077 385163 987486 61 12 16 11  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
48  2      0 244331168 164776 4739236    0    0 139718 77156 373574 963707 60 12 16 11  0
60  6      0 244294736 164776 4760924    0    0 99869 117916 337508 934910 58 12 20  9  0
51  2      0 244256480 164776 4783968    0    0 135498 64984 355738 993510 62 13 16  9  0
39 20      0 244216960 164776 4807632    0    0 128938 66693 365725 998776 62 13 15 10  0
29 23      0 244177632 164784 4831420    0    0 123331 68904 367438 1013826 64 13 15  8  0
55  8      0 244120048 164784 4854540    0    0 132892 67320 358889 986307 62 13 16  9  0
51  2      0 244084656 164788 4876284    0    0 98124 114188 337689 932536 58 12 20 10  0
46  8      0 244047072 164788 4899736    0    0 123361 68136 365907 1008616 63 13 15  8  0
52  6      0 244007728 164788 4923460    0    0 124677 69637 366563 1002637 63 12 16  9  0
49  1      0 243951104 164788 4946912    0    0 126249 67068 364844 1005052 63 13 16  9  0
60  1      0 243912160 164796 4970224    0    0 125656 69316 367097 1000179 62 13 15 10  0
49  6      0 243872928 164800 4990736    0    0 115810 111968 333043 906848 56 12 22 11  0
53  4      0 243833104 164800 5015092    0    0 109227 71177 376953 1036661 65 13 15  7  0
51  5      0 244022384 164816 5036172    0    0 138401 77500 334694 898507 57 11 20 12  0
15 29      0 244033024 164820 5059312    0    0 110165 97020 346249 960849 63 12 14 11  0
35 21      0 243981616 164828 5080912    0    0 141858 71413 334125 940486 60 12 16 11  0
40  7      0 243947584 164828 5101700    0    0 118152 111784 328311 903503 57 12 20 11  0
 0 35      0 243811520 164832 5119656    0    0 273041 52573 257456 701607 43  9 27 20  0
15 43      0 243705888 164836 5132988    0    0 213576 108352 228603 601707 41  8 30 21  0
41 10      0 243667360 164840 5150008    0    0 167005 128335 276520 727034 50  9 20 22  0
48  6      0 243609440 164852 5167368    0    0 178884 114908 268930 717638 49  9 22 20  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
52  6      0 243568720 164856 5187980    0    0 113346 114505 315330 884057 61 12 14 13  0
47 12      0 243536304 164856 5206908    0    0 159853 110469 285831 777518 53  9 20 18  0
50  6      0 243494576 164860 5226096    0    0 145464 101317 293772 814723 57 10 17 16  0
 7 34      0 243487712 164864 5242200    0    0 147099 147133 248725 683299 48  9 26 17  0
28 19      0 243411136 164872 5261060    0    0 147797 92172 276823 787396 55 10 20 15  0
57  3      0 243361760 164876 5280212    0    0 130155 100838 294094 822041 58 11 18 14  0
17 35      0 243322864 164876 5298956    0    0 140892 99512 304491 860530 59 11 17 14  0
21 28      0 243266112 164880 5318004    0    0 155170 101266 285776 786575 55 10 18 17  0
23 32      0 243239488 164884 5334568    0    0 189924 99132 262062 715420 49  9 22 20  0
 2 18      0 243233120 164892 5352876    0    0 126497 149814 285212 766264 52  9 21 17  0
44  9      0 243296352 164896 5372240    0    0 117051 105805 314508 837438 52 11 26 12  0
41 11      0 243351648 164900 5393852    0    0 156625 62888 368873 929867 55 11 19 14  0
48  8      0 243315808 164900 5416316    0    0 141516 65076 385645 1028301 61 13 15 10  0
50  4      0 243508240 164912 5439600    0    0 120039 87709 358470 986951 61 13 16 10  0
61  3      0 243472352 164916 5462488    0    0 131753 91524 355377 970706 61 12 16 11  0
53  5      0 243427456 164924 5481816    0    0 138405 113784 317146 857830 52 10 22 15  0
43  7      0 243372736 164924 5504032    0    0 182720 62457 340515 914554 55 12 19 14  0
49  4      0 243330912 164924 5527504    0    0 139437 67200 378314 1029977 63 13 15  9  0
57  4      0 243277056 164924 5552180    0    0 126707 66112 387626 1052007 64 14 15  8  0
59  5      0 243236720 164924 5576988    0    0 119847 67736 389102 1070865 65 14 14  7  0
11 10      0 243194736 164932 5595936    0    0 138832 107796 313762 855975 51 11 24 14  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
54  2      0 243154624 164932 5620424    0    0 122365 68145 400535 1040384 63 13 15  8  0
25 27      0 243116624 164932 5643816    0    0 129357 66124 392862 1035878 63 13 15  9  0
53  3      0 243070112 164932 5668240    0    0 123609 67232 383490 1051237 65 13 15  8  0
50  3      0 243024224 164940 5691636    0    0 139580 65584 368142 995089 60 13 17 10  0
26 24      0 242971392 164948 5714404    0    0 144499 72556 366841 994783 60 13 17 10  0
50  5      0 242935888 164948 5735852    0    0 102322 101700 338904 926084 56 11 22 10  0
48  3      0 242895168 164948 5760352    0    0 131939 65093 375146 1017378 62 13 16  9  0
47  5      0 242895136 164948 5784076    0    0 129262 66628 382978 1031018 62 13 16  8  0
41  6      0 242857936 164948 5808080    0    0 114524 68572 391197 1058530 64 13 16  7  0
46  7      0 243064864 164968 5830960    0    0 122987 84016 352344 963122 60 12 17 11  0
32 21      0 243034416 164968 5850560    0    0 105572 135004 306141 857665 54 11 22 13  0
 7 42      0 242994896 164968 5873908    0    0 133081 69545 364470 1005724 63 12 15 10  0
20 25      0 242955776 164968 5898532    0    0 115854 67048 378936 1048661 65 13 15  7  0
60  2      0 242914768 164968 5922120    0    0 129573 64368 366037 1029805 64 13 15  9  0
43  5      0 242871904 164980 5947000    0    0 129445 66237 372545 1019271 63 13 16  8  0
52  3      0 242836880 164980 5967484    0    0 112381 109672 324694 883566 53 11 23 13  0
53  5      0 242796912 164980 5992216    0    0 112506 61568 378508 1050579 66 13 14  7  0
52  6      0 242771296 164980 6016920    0    0 114533 59132 379695 1064059 66 14 14  7  0
62  1      0 242730880 164980 6041424    0    0 125874 58716 369929 1035248 64 13 15  7  0
 2 50      0 242692000 164992 6064332    0    0 139234 61829 363318 1000735 62 13 16  9  0
55  5      0 242658784 164992 6084580    0    0 110056 118744 329304 878040 54 11 22 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
46  2      0 242623696 164992 6106460    0    0 153480 70461 348318 940862 57 12 18 13  0
45  8      0 242584320 164996 6129988    0    0 122410 85444 367848 987443 60 13 16 11  0
43  6      0 242547200 164996 6151988    0    0 136898 80957 359834 963059 59 12 17 12  0
38  7      0 242510448 165000 6173736    0    0 149157 79248 353424 933148 56 12 19 13  0
56  5      0 242481312 165012 6192156    0    0 116932 122449 312587 812475 49  9 25 16  0
43 18      0 242683264 165020 6213824    0    0 132367 92844 346898 931698 56 12 19 12  0
45  5      0 242661024 165024 6234972    0    0 135256 89233 335755 925406 59 11 17 12  0
60  5      0 242621904 165028 6259412    0    0 115950 72537 357955 1005545 65 13 14  9  0
57  4      0 242573472 165032 6283848    0    0 135220 61908 367933 1005486 62 13 15  9  0
12 31      0 242528000 165040 6306596    0    0 145749 59784 357011 986977 62 12 16 10  0
58  1      0 242493744 165040 6328028    0    0 98654 105904 327032 905753 57 11 22  9  0
54  6      0 242453376 165040 6351612    0    0 127515 59909 362936 1011515 63 13 15  9  0
49  6      0 242394336 165040 6374776    0    0 134725 58772 362552 1014154 63 13 15  8  0
50  3      0 242345920 165044 6399356    0    0 114102 61752 378567 1048343 65 13 15  7  0
 2 25      0 242308144 165052 6421060    0    0 114890 95720 333562 927962 58 11 19 11  0
50  5      0 242256000 165052 6443532    0    0 126525 68440 351090 971244 61 12 18  9  0
50  9      0 242217024 165052 6467660    0    0 130410 62301 369662 1002624 62 13 16  9  0
50  4      0 242176544 165060 6492316    0    0 112288 63304 379297 1045182 65 13 15  7  0
48  5      0 242136944 165060 6515892    0    0 131290 60600 367156 1005525 62 13 16  9  0
44  9      0 242102544 165072 6537036    0    0 111794 105696 324677 875129 54 11 23 12  0
58  2      0 242054272 165072 6559816    0    0 131743 60464 362858 1009209 63 13 16  9  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
42 12      0 242059344 165072 6581084    0    0 153675 78809 344021 911725 56 11 19 14  0
50  5      0 242272832 165112 6602096    0    0 150344 80861 337598 890913 55 11 20 14  0
47 18      0 242238336 165112 6622828    0    0 131651 116796 339343 876887 57 11 17 15  0
53  3      0 242200080 165124 6642624    0    0 134238 111865 332004 886251 56 11 17 15  0
 9 46      0 242172496 165124 6660500    0    0 143667 128425 295123 783483 48 10 25 17  0
22 32      0 242128000 165124 6685360    0    0 117488 75488 378981 1042687 66 13 14  7  0
12 41      0 242094688 165128 6707176    0    0 142029 88596 354160 941769 58 12 17 13  0
41 17      0 242058912 165136 6728912    0    0 152934 87041 341018 895155 55 11 19 14  0
45 17      0 242021536 165136 6753056    0    0 112299 73884 377810 1037697 65 13 14  7  0
51  3      0 241982672 165144 6776436    0    0 125929 71572 367749 1014333 64 12 15  9  0
53  4      0 241948192 165148 6796576    0    0 114559 117601 317560 855371 53 11 24 12  0
49  6      0 241912176 165148 6819336    0    0 123630 73484 369424 1014443 63 13 16  8  0
51  8      0 241866256 165148 6842860    0    0 123847 70268 362539 988626 63 12 16  9  0
39 14      0 241817600 165148 6867444    0    0 112758 77700 377024 1027206 65 13 15  8  0
60  1      0 241760128 165156 6890240    0    0 133435 73665 361248 970999 61 12 17 10  0
56  3      0 241724608 165160 6909788    0    0 108794 116064 320357 863875 54 11 24 11  0
44 10      0 241666272 165160 6934388    0    0 127815 74476 367391 997399 62 13 16  9  0
59  3      0 241628896 165160 6956612    0    0 123872 72668 372760 1014263 63 13 15  9  0
38  4      0 241583280 165160 6980312    0    0 127887 74048 367402 984676 62 12 17  9  0
19 37      0 241793040 165180 7002060    0    0 111985 83981 359550 985443 62 12 16  9  0
49  5      0 241762496 165180 7021404    0    0 103073 132908 293340 826489 54 11 23 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
49  1      0 241792800 165188 7043076    0    0 143805 76149 330364 910433 59 11 17 12  0
49  6      0 241754208 165188 7067748    0    0 121035 61912 374173 1045442 67 13 13  7  0
59  3      0 241715744 165188 7091300    0    0 116903 62168 370588 1037225 66 14 14  6  0
50  3      0 241674368 165196 7116416    0    0 121826 61292 365389 1026615 66 13 14  7  0
53  3      0 241640416 165200 7137832    0    0 113830 104924 313894 876685 56 11 22 12  0
60  2      0 241603872 165200 7159144    0    0 137950 80520 351169 952405 60 12 16 12  0
48  5      0 241550720 165200 7181484    0    0 136569 79921 356351 957693 60 12 17 12  0
50  2      0 241529152 165200 7204336    0    0 139441 79156 354803 942185 59 12 17 12  0
50  2      0 241475136 165212 7227172    0    0 124275 81113 361950 978720 61 13 16 10  0
41  7      0 241456768 165212 7248360    0    0 151555 76468 347519 930524 58 11 17 13  0
50  5      0 241424800 165212 7267980    0    0 107035 124613 314183 843901 53 11 23 13  0
56  5      0 241383792 165224 7289628    0    0 143058 71657 346388 941316 59 11 18 11  0
50  4      0 241347808 165224 7312712    0    0 123260 64428 363761 1007895 63 13 15  8  0
47  5      0 241310096 165232 7336104    0    0 123893 65056 365081 1013038 63 13 15  8  0
39  6      0 241269632 165232 7359788    0    0 110627 66752 374099 1038516 65 13 14  7  0
61  2      0 241231152 165232 7379588    0    0 110376 107920 322857 882270 55 11 24 10  0
49  3      0 241493216 165248 7400764    0    0 132109 89573 328846 897696 58 11 19 12  0
39  5      0 241448144 165248 7422420    0    0 131595 106804 334283 897601 59 12 16 14  0
 0 35      0 241298128 165268 7439496    0    0 285273 63334 241398 636535 41  8 28 23  0
43  7      0 241206592 165272 7451536    0    0 217974 104080 227921 601690 41  7 26 25  0
52  3      0 241161632 165272 7469428    0    0 147145 131829 289558 769045 53 10 18 19  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
59  0      0 241084784 165276 7486892    0    0 158211 122513 297690 761419 53  9 19 18  0
