procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
56  2      0 225763072 163728 3262740    0    0 59739 72756 408614 1091311 62 14 20  4  0
54  2      0 225523632 163740 3284948    0    0 97645 80160 371521 1000503 58 13 22  8  0
 5 42      0 225285840 163740 3306208    0    0 89412 85373 384117 1008280 58 13 23  6  0
23 26      0 225069664 163744 3326976    0    0 87921 126484 349201 926415 54 12 26  8  0
41  4      0 224832416 163744 3349704    0    0 69895 88753 389836 1018495 58 13 22  7  0
39  2      0 224582384 163748 3372532    0    0 87276 87416 384893 1012438 58 13 23  7  0
52  2      0 224351920 163756 3395588    0    0 84880 86177 384298 1022434 59 13 21  7  0
 1 10      0 224142048 163772 3416684    0    0 94206 122068 345204 907892 52 11 28  9  0
57  1      0 224178592 163780 3437864    0    0 64111 114557 361381 958034 57 12 25  7  0
43  3      0 223950032 163784 3459312    0    0 104084 109116 349065 926538 56 12 23 10  0
52  1      0 223689584 163784 3481760    0    0 96514 89989 384568 990439 57 12 23  8  0
42  1      0 223463344 163796 3503324    0    0 85437 115701 359597 937184 53 12 26  9  0
46  2      0 223227072 163796 3526536    0    0 87138 88904 384461 1008326 58 12 22  7  0
41  2      0 222994208 163804 3549364    0    0 67222 102593 376722 982602 57 12 24  7  0
53  3      0 222785824 163812 3571472    0    0 86621 82228 370410 960581 56 12 25  7  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
44  0      0 222548720 163812 3594588    0    0 83665 84069 379784 985073 57 12 24  7  0
52  2      0 222309376 163824 3616744    0    0 83378 86368 377075 981237 56 13 24  7  0
42  3      0 222101488 163824 3637640    0    0 79519 128317 344372 920902 53 11 27  8  0
40  3      0 221880448 163828 3660860    0    0 82677 89112 380731 1015339 59 12 22  7  0
53  2      0 221684464 163828 3684924    0    0 69936 91261 380512 1016362 60 12 22  6  0
50  5      0 221451056 163832 3707088    0    0 99388 92085 374145 983916 57 12 23  8  0
34  3      0 221219408 163836 3729360    0    0 99360 90952 365339 984729 58 12 22  7  0
61  2      0 221016320 163848 3750864    0    0 61965 137121 350129 937999 55 11 27  6  0
38  4      0 220791344 163860 3774228    0    0 84737 70184 370211 1012052 60 13 22  6  0
51  4      0 220565216 163860 3798072    0    0 64279 72792 388025 1056132 62 13 20  4  0
56  2      0 220578432 163868 3822188    0    0 48826 85633 376391 1034714 62 13 21  4  0
56  3      0 220360160 163872 3845920    0    0 62142 97312 368663 1020735 63 13 20  5  0
57  2      0 220154016 163880 3867092    0    0 67742 122440 337896 913255 55 11 26  7  0
42  2      0 219919136 163880 3890592    0    0 70570 70889 388051 1053547 62 13 20  5  0
51  3      0 219682016 163880 3915808    0    0 50516 73812 389288 1079531 64 14 19  3  0
45  2      0 219455808 163880 3940216    0    0 67584 70564 376897 1046384 63 13 20  4  0
46  4      0 219247056 163884 3963092    0    0 55218 112312 349161 960553 57 12 25  5  0
37 11      0 219028288 163900 3986740    0    0 64504 71412 401177 1064997 64 14 18  4  0
56  4      0 218810464 163900 4011252    0    0 61592 71508 399179 1055303 63 13 19  4  0
50  2      0 218592944 163904 4035500    0    0 47024 73009 388736 1084178 65 14 18  3  0
48  2      0 218381104 163904 4059504    0    0 62244 69292 371537 1055488 64 13 19  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
55  2      0 218186848 163904 4081524    0    0 56835 110684 342819 956122 57 12 26  5  0
48  3      0 217972992 163912 4106872    0    0 45681 73512 377294 1068479 66 13 18  3  0
44  1      0 217756320 163912 4132012    0    0 45430 71956 376149 1078278 66 14 18  3  0
44  1      0 217556944 163936 4156048    0    0 74805 67169 356153 1008703 62 12 21  5  0
54  1      0 217367040 163936 4178724    0    0 55046 110348 336700 941247 57 12 25  6  0
57  0      0 217161696 163936 4203672    0    0 41373 70492 379608 1076225 66 13 18  2  0
53  5      0 217208976 163948 4227928    0    0 41730 91100 351092 1008754 64 13 20  3  0
12 34      0 217024672 163956 4251196    0    0 88308 109901 351238 966502 61 12 21  7  0
52  0      0 216820992 163960 4274236    0    0 74341 89637 358977 981317 59 12 22  7  0
49  1      0 216641040 163968 4294996    0    0 74472 116513 320373 900269 54 11 28  7  0
50  5      0 216426592 163968 4319924    0    0 45703 72852 376717 1073703 65 14 18  3  0
52  0      0 216222704 163968 4344688    0    0 58440 63960 356659 1057602 65 14 18  3  0
59  1      0 216012864 163976 4370372    0    0 42467 62084 365791 1074959 67 14 17  2  0
38  1      0 215804144 163980 4393812    0    0 68556 78788 356662 1003529 62 13 20  5  0
41  2      0 215637088 163980 4414932    0    0 86577 126969 316307 867253 52 11 29  8  0
60  2      0 215450048 163984 4438416    0    0 82530 89809 356834 995361 61 12 21  6  0
58  2      0 215250736 163984 4463000    0    0 42095 73480 361169 1075417 67 14 16  3  0
43  0      0 215059792 163992 4486848    0    0 70239 70596 358668 1024231 63 13 20  5  0
 7 18      0 214867888 163992 4510860    0    0 60438 88420 359536 1019091 63 13 20  5  0
36  0      0 214700576 163992 4533048    0    0 50023 98436 329688 959720 59 12 24  4  0
55  4      0 214509696 163996 4556972    0    0 62234 71537 357663 1036833 64 13 19  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
39  2      0 214314320 163996 4582756    0    0 39994 75484 369438 1065166 67 13 18  3  0
46  4      0 214377136 164016 4607136    0    0 58822 79608 343429 991539 62 12 21  4  0
55  6      0 214212912 164020 4628612    0    0 44636 139212 308526 895681 58 12 24  6  0
56  1      0 214033408 164020 4651364    0    0 67200 88253 335153 988931 63 12 19  5  0
56  1      0 213844400 164024 4675832    0    0 63613 71484 353611 1022234 65 13 19  4  0
39  2      0 213651232 164024 4700516    0    0 60257 71632 350050 1034986 65 13 18  4  0
60  0      0 213466608 164032 4725028    0    0 39270 72309 334992 1005471 64 13 20  2  0
46  7      0 213291136 164044 4746044    0    0 68888 111308 297974 877532 56 11 29  5  0
 2 15      0 213105728 164044 4769536    0    0 111994 67065 327910 970818 62 12 21  5  0
53  0      0 212902704 164052 4781696    0    0 240302 103900 194524 518284 34  6 43 16  0
38 19      0 212728592 164060 4800124    0    0 128059 133601 293381 788356 51 10 28 11  0
40  0      0 212549184 164072 4818756    0    0 136168 116470 282259 780565 53  9 27 10  0
62  0      0 212403200 164072 4840840    0    0 66559 115609 322283 919785 63 11 21  6  0
49  0      0 212219232 164076 4860920    0    0 115158 100900 288535 836534 57 10 24  9  0
37 15      0 212096912 164080 4879336    0    0 46494 160453 287574 846454 58 10 26  5  0
42  2      0 211905280 164080 4900696    0    0 122566 99345 280557 811213 56 10 24 10  0
42  6      0 211701024 164084 4921168    0    0 128722 90689 265468 798764 56 10 24 10  0
53  2      0 211598576 164092 4943896    0    0 65691 103604 304104 915156 64 11 19  5  0
54  3      0 211496480 164096 4965172    0    0 82304 109238 309203 895426 62 11 21  6  0
 0 33      0 211310640 164096 4985372    0    0 140794 102012 299906 814006 56 10 24 10  0
51  3      0 211523760 164112 5001088    0    0 102878 157722 221676 641995 45  8 39  8  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
56  0      0 211403040 164116 5023940    0    0 57343 146541 316099 920422 63 12 20  6  0
55  5      0 211294272 164132 5044740    0    0 91733 88730 310235 927170 61 11 21  7  0
51  5      0 211129632 164132 5067748    0    0 84555 67676 352451 1020036 63 13 19  5  0
36 17      0 210907680 164132 5091272    0    0 77371 74656 384159 1062141 62 13 20  4  0
25 22      0 210634720 164136 5114492    0    0 108089 70869 369664 1010340 58 13 23  6  0
55  0      0 210482080 164136 5136596    0    0 48732 117924 328729 946013 57 12 26  5  0
38 18      0 210298848 164144 5160520    0    0 80272 70612 362162 1041937 62 13 19  5  0
 4 35      0 210081136 164148 5184912    0    0 84170 83773 371499 1034490 62 13 20  5  0
32 13      0 209901024 164148 5208108    0    0 90723 69340 333122 971417 59 12 22  7  0
 3 14      0 209713584 164148 5233524    0    0 60546 88112 365279 1049133 64 13 19  4  0
49  2      0 209534864 164148 5256840    0    0 39242 99324 340914 994082 60 12 25  3  0
38  5      0 209350240 164160 5281536    0    0 59719 72969 363508 1052075 64 13 20  4  0
55  1      0 209105376 164160 5306476    0    0 74874 69648 350726 1016906 62 13 20  5  0
52  0      0 208915456 164160 5329156    0    0 110237 65352 314963 924408 57 12 25  7  0
49  2      0 208797664 164160 5352488    0    0 52830 117228 327072 940282 58 12 26  4  0
63  2      0 208634816 164160 5377984    0    0 39721 68636 367906 1079851 66 14 18  2  0
42  0      0 208716384 164172 5401956    0    0 39952 92169 346583 1026101 64 13 20  3  0
57  6      0 208519920 164184 5425804    0    0 80996 97480 330173 965849 61 12 22  5  0
51  3      0 208343792 164188 5450336    0    0 50337 83516 353792 1052951 66 13 17  3  0
42  2      0 208181232 164188 5474060    0    0 53103 121596 323218 949600 58 12 25  5  0
56  2      0 208005504 164188 5499500    0    0 45344 76560 362179 1079754 67 14 17  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
61  3      0 207820544 164192 5523836    0    0 79396 72901 337460 997574 62 13 21  5  0
45  2      0 207654960 164200 5548368    0    0 70884 70152 340876 1032279 64 13 19  4  0
49  3      0 207491456 164200 5573632    0    0 37390 73908 359878 1086794 68 14 17  2  0
59  1      0 207343232 164200 5596564    0    0 51608 119792 316098 935610 59 11 26  4  0
46  0      0 207170208 164200 5622284    0    0 36124 71444 358527 1084766 67 14 17  2  0
57  2      0 207009424 164200 5647416    0    0 49045 75204 351395 1059201 66 13 18  3  0
37  2      0 206845904 164212 5672988    0    0 53251 75737 350622 1043807 65 13 19  3  0
42  1      0 206683488 164212 5698964    0    0 32425 79312 361440 1083415 67 14 17  2  0
56  2      0 206540112 164212 5721852    0    0 44305 119740 321912 954223 60 12 25  4  0
56  0      0 206389536 164216 5746384    0    0 47800 74356 350690 1048481 65 13 19  3  0
56  0      0 206215520 164216 5771964    0    0 49392 75508 360138 1051702 65 13 20  2  0
40 14      0 206313808 164236 5796628    0    0 45452 89681 329298 994019 63 13 21  3  0
48 12      0 206160368 164236 5821960    0    0 30333 97108 343366 1047532 68 14 16  2  0
60  1      0 206012864 164236 5844568    0    0 55141 119244 313230 931399 59 11 25  5  0
58  1      0 205878288 164236 5869572    0    0 37785 69801 354518 1081808 68 14 17  2  0
54  0      0 205718384 164240 5896788    0    0 32493 70376 354297 1077530 68 14 16  2  0
49  1      0 205564704 164240 5922536    0    0 45547 69068 346193 1053720 66 14 18  2  0
45  0      0 205417200 164256 5944408    0    0 61249 102136 308031 925097 58 11 26  4  0
50  1      0 205268448 164256 5969568    0    0 28266 79580 347468 1059851 67 13 18  2  0
40  1      0 205120672 164256 5995336    0    0 44212 67164 350868 1055897 66 13 18  2  0
39 14      0 204973920 164260 6021220    0    0 29409 72577 355713 1074362 68 13 17  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
51  2      0 204846640 164268 6046056    0    0 44625 69184 350314 1052894 66 13 18  2  0
51  0      0 204690704 164268 6070260    0    0 61070 70128 335519 1001649 63 12 21  4  0
39  3      0 204568656 164272 6093184    0    0 40441 142509 316877 923880 57 12 27  4  0
43  2      0 204415328 164272 6115432    0    0 74634 89540 333949 950938 59 12 24  5  0
 1 28      0 204289760 164276 6137820    0    0 74945 89657 352067 988806 61 12 23  4  0
30  3      0 204159936 164284 6161936    0    0 59139 92497 350521 996927 61 12 22  4  0
46  1      0 204315632 164304 6184220    0    0 74073 106737 320673 926334 59 12 25  5  0
50  1      0 204198144 164308 6206020    0    0 57044 171032 290419 848141 55 10 29  6  0
36 10      0 204061088 164316 6229052    0    0 69270 103673 339258 991315 63 12 20  5  0
39  1      0 203913984 164316 6252644    0    0 80859 89841 334778 973506 61 12 21  5  0
35  0      0 203761536 164324 6279500    0    0 31169 81432 350813 1058795 67 14 17  2  0
50  2      0 203631120 164328 6302912    0    0 76850 93829 337095 980623 61 12 22  4  0
56  1      0 203500400 164340 6326988    0    0 62296 86448 344254 995676 62 13 22  4  0
60  1      0 203372992 164344 6349664    0    0 24478 126120 313799 947203 60 12 25  3  0
59  1      0 203228704 164344 6375648    0    0 42353 75748 342614 1049715 66 14 18  3  0
53  1      0 203088512 164348 6400540    0    0 47245 76757 339748 1030334 65 13 19  3  0
58  0      0 202947776 164356 6426228    0    0 25622 74980 352142 1063455 68 14 17  2  0
58  1      0 202826976 164356 6449340    0    0 40900 120792 302843 922308 58 12 26  4  0
47  0      0 202680608 164360 6473792    0    0 49517 75612 335514 1020504 65 13 19  3  0
47  1      0 202550752 164360 6499440    0    0 40020 73648 338491 1030191 66 13 19  2  0
41  2      0 202426624 164364 6524052    0    0 42823 75461 339840 1036151 66 13 18  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
55  0      0 202286736 164372 6548240    0    0 47276 75024 339732 1018203 65 13 20  2  0
50  2      0 202418784 164384 6571268    0    0 22757 134872 300562 912529 59 11 27  3  0
50  1      0 202299200 164384 6596080    0    0 38451 99544 324003 1015516 68 12 17  3  0
51  2      0 202169808 164384 6619768    0    0 53146 88849 323977 979394 64 12 21  3  0
56  1      0 202025984 164384 6645180    0    0 46274 76084 340793 1033311 67 13 18  2  0
51  1      0 201848096 164392 6669588    0    0 64146 72836 323715 990476 64 12 20  4  0
59  0      0 201724416 164396 6693356    0    0 83256 85673 321817 940542 60 11 23  5  0
 2 34      0 201650928 164404 6712000    0    0 67262 145081 306690 871680 54 11 29  6  0
55  0      0 201505536 164404 6740580    0    0 43367 76372 338554 1015059 65 13 19  3  0
54  2      0 201378080 164404 6765572    0    0 41628 75244 340646 1032270 66 13 18  2  0
47  0      0 201235648 164412 6790280    0    0 53658 74037 330325 1015393 65 13 19  3  0
56  1      0 201112544 164412 6814688    0    0 39826 75156 336420 1017196 66 13 19  2  0
56  1      0 200998800 164416 6838172    0    0 23547 126932 311286 943265 61 12 25  3  0
52  5      0 200871760 164416 6863076    0    0 44491 76072 337007 1028903 67 12 18  3  0
46  1      0 200747488 164416 6888108    0    0 41014 77893 340364 1021962 66 13 19  3  0
55  1      0 200618688 164424 6913212    0    0 44669 74720 344469 1016619 65 12 20  2  0
 4 23      0 200497280 164424 6938332    0    0 37331 77640 347948 1053328 68 13 17  2  0
60  1      0 200631040 164444 6960728    0    0 21176 123896 296329 881974 57 11 29  2  0
51  1      0 200489024 164448 6985132    0    0 45579 86348 311192 999240 68 12 18  2  0
25 18      0 200381712 164452 7008600    0    0 41644 85901 331147 973686 66 12 20  3  0
53  4      0 200242240 164460 7034064    0    0 46427 61888 353981 1023398 67 13 18  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  5      0 200066496 164472 7051968    0    0 200177 54853 256407 713821 45  9 36  9  0
59  0      0 199926992 164472 7067508    0    0 191225 105968 223912 649169 45  8 36 11  0
59  1      0 199840160 164476 7083960    0    0 92005 163970 240360 725279 51  9 34  6  0
43 13      0 199720576 164480 7104512    0    0 127489 127125 273548 774669 53 10 29  8  0
52  1      0 199606592 164492 7126116    0    0 66212 112013 294911 903445 63 11 21  5  0
58  3      0 199500832 164496 7146368    0    0 123033 101169 268771 796360 56 10 27  7  0
58  2      0 199397152 164500 7167624    0    0 76125 111401 301035 892147 62 11 22  4  0
60  0      0 199276448 164504 7189884    0    0 52731 99585 292807 912986 65 12 20  4  0
 3  9      0 199138144 164508 7210212    0    0 90312 123421 258081 783620 56 10 27  7  0
10 14      0 199061392 164516 7229856    0    0 68225 124265 256511 803819 57 10 28  5  0
50  1      0 198973264 164516 7250856    0    0 82158 106236 280876 853410 60 11 24  5  0
53  0      0 198897024 164520 7270708    0    0 136372 99118 261955 762028 53  9 30  7  0
44  1      0 198735056 164524 7290104    0    0 105174 111737 270102 808669 57 10 26  7  0
34  0      0 198687152 164528 7311560    0    0 80835 113762 303199 868850 60 10 25  5  0
52  0      0 198648336 164540 7334984    0    0 40439 84489 329808 984628 66 12 20  2  0
54  1      0 198876208 164556 7357308    0    0 39208 121349 281382 856939 56 11 30  3  0
26 11      0 198734928 164556 7380724    0    0 80294 120812 344840 991960 61 13 20  6  0
46  7      0 198560144 164560 7402876    0    0 96940 111121 344075 943219 57 11 25  7  0
45  3      0 198418288 164560 7425496    0    0 86383 90257 360858 1005625 60 13 22  5  0
46  0      0 198247168 164560 7450848    0    0 75266 90460 357024 1021701 62 13 21  5  0
46 12      0 198083552 164572 7472632    0    0 79923 132705 308862 885180 53 11 30  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
