procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
26  1      0 240776080 162988 2087400    0    0 86791 73904 444665 1064098 55 13 25  6  0
47  2      0 240444432 162992 2108064    0    0 113300 61204 423445 1014099 53 12 27  8  0
10 26      0 240124752 162992 2127836    0    0 71902 77532 421000 1009372 54 13 28  5  0
31  2      0 239803168 162992 2149496    0    0 72888 81452 423059 1018917 54 13 28  5  0
44  7      0 239475440 163012 2171576    0    0 74502 61948 446938 1095889 59 14 24  4  0
33  2      0 239150624 163012 2193732    0    0 73959 61492 449479 1093821 58 13 25  4  0
47  3      0 238835632 163020 2215428    0    0 87793 60536 437067 1065392 57 13 25  6  0
49  3      0 238540544 163024 2236368    0    0 67041 98564 411438 1005634 54 12 28  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
34  4      0 238223440 163032 2257736    0    0 68298 82344 422540 1035171 57 13 25  6  0
54  2      0 237916992 163040 2279688    0    0 68300 87800 428522 1047877 58 13 24  5  0
47  5      0 237620288 163048 2302072    0    0 81436 65753 430839 1070943 59 13 23  5  0
48  1      0 237410720 163052 2324988    0    0 78210 97220 360120 1014590 61 13 20  6  0
51  4      0 237303856 163052 2350596    0    0 82243 58588 362092 1083404 68 14 14  4  0
37  3      0 237242304 163052 2376216    0    0 81542 57992 364176 1076755 67 14 14  4  0
42  5      0 237186320 163060 2402380    0    0 81016 59048 362829 1077495 68 14 14  4  0
50  6      0 237128720 163060 2428000    0    0 80979 58708 364799 1081221 68 14 14  4  0
47 15      0 237080944 163060 2450916    0    0 72465 104840 331028 970236 61 12 20  7  0
40  3      0 237026368 163060 2476452    0    0 79592 58384 359839 1083329 68 14 14  4  0
51  4      0 236978080 163060 2501732    0    0 79843 59068 364749 1082914 68 14 14  4  0
49  1      0 236929776 163068 2526504    0    0 84683 56008 356545 1070014 67 14 15  4  0
 1 33      0 236877920 163068 2550920    0    0 92165 80968 353409 1019339 64 13 17  7  0
51  3      0 236832672 163068 2574528    0    0 73440 79660 343736 1002264 63 12 19  6  0
52  3      0 236783920 163068 2600088    0    0 78971 60136 368518 1060822 67 14 15  4  0
53  3      0 236733664 163068 2626100    0    0 80465 60884 374422 1061343 67 13 16  4  0
62  2      0 236671696 163080 2650928    0    0 76679 76148 344606 1025420 68 13 14  5  0
21 34      0 236629232 163096 2673300    0    0 68103 130640 312149 922668 60 12 20  8  0
61  3      0 236582816 163096 2697628    0    0 87843 62309 362893 1046307 66 13 14  6  0
49 10      0 236532368 163096 2723048    0    0 84833 58788 374482 1055994 67 13 13  6  0
43  1      0 236484960 163096 2747972    0    0 79724 57392 369010 1061589 67 14 14  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 41      0 236382640 163104 2772392    0    0 124287 60632 361190 1026299 65 13 15  7  0
36 18      0 236163824 163112 2783572    0    0 264838 95184 175560 452739 30  5 40 25  0
25 20      0 236103264 163116 2800148    0    0 121818 178981 254685 688899 47  9 28 17  0
34 24      0 236025488 163120 2817884    0    0 153244 126090 278375 753741 51  9 23 17  0
61  3      0 235957360 163120 2838544    0    0 118669 114153 303083 851202 59 10 17 14  0
60  4      0 235904960 163124 2858300    0    0 129326 109165 288659 818087 56 10 19 15  0
 3 42      0 235852192 163136 2878056    0    0 148990 101373 285270 810247 56 10 19 15  0
43  1      0 235758304 163136 2896672    0    0 145759 90281 266441 792056 55 10 21 14  0
55  3      0 235718528 163140 2917552    0    0 103329 101469 306842 878657 61 11 18 11  0
29  0      0 235619632 163144 2933696    0    0 147075 147816 232952 669600 47  9 26 18  0
 8 44      0 235564016 163144 2954408    0    0 117800 101009 304626 880815 62 10 17 11  0
53  8      0 235486016 163156 2972708    0    0 141772 111129 277015 771987 53  9 24 14  0
38 14      0 235482896 163160 2990544    0    0 180096 103430 268468 727981 50  8 24 18  0
44  5      0 235482496 163160 3013692    0    0 100047 89393 347139 954454 63 11 17  9  0
48  2      0 235863648 163204 3035920    0    0 103374 77785 345730 940509 58 12 21  9  0
54  3      0 235832544 163204 3055008    0    0 100105 139092 309376 868797 54 11 24 11  0
57  3      0 235783232 163216 3079016    0    0 126922 79049 346941 977677 60 13 17 10  0
51  4      0 235741184 163216 3102688    0    0 110742 81036 352815 1018175 62 13 17  8  0
38  4      0 235698544 163216 3128208    0    0 95562 68424 375933 1080723 66 14 14  5  0
50  2      0 235654432 163216 3152880    0    0 107267 66857 363982 1035616 64 13 16  7  0
59  3      0 235616720 163220 3175312    0    0 96506 98968 340003 981317 60 12 20  8  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
50  6      0 235575584 163228 3199764    0    0 87679 68484 377869 1082789 67 13 15  5  0
53  3      0 235531040 163228 3224432    0    0 102183 67769 363980 1037798 63 13 17  7  0
52  3      0 235485648 163228 3248276    0    0 112723 66040 356841 1017927 63 13 17  8  0
46  9      0 235448656 163228 3272676    0    0 101182 70252 364878 1023887 63 13 17  7  0
57  3      0 235406848 163228 3295968    0    0 77470 117772 343957 962468 59 12 22  7  0
39  1      0 235349008 163236 3321136    0    0 89291 67928 379407 1066824 65 13 16  5  0
42  8      0 235298992 163244 3343992    0    0 118005 73849 353897 969056 59 12 20 10  0
59  2      0 235259520 163244 3368172    0    0 99297 83292 372046 1014894 62 12 18  8  0
52  2      0 235221184 163244 3390260    0    0 132827 77501 351481 954443 57 12 19 11  0
 2 21      0 235180992 163248 3412860    0    0 91463 111752 358783 967474 59 12 20 10  0
53  3      0 235381920 163268 3433392    0    0 104587 115301 315349 886314 55 11 24 10  0
54  3      0 235330256 163268 3456288    0    0 108199 108944 334045 936766 59 12 18 11  0
51  9      0 235284240 163272 3479584    0    0 106208 88453 344581 964072 61 12 18  9  0
50  8      0 235245040 163284 3499288    0    0 123977 109624 321773 887960 54 11 22 12  0
49  3      0 235198000 163292 3522036    0    0 127776 78705 345436 964961 59 12 18 11  0
57  3      0 235141664 163292 3544036    0    0 112438 99309 341625 956001 58 12 19 11  0
50  5      0 235103312 163304 3567172    0    0 115054 81692 354277 981125 60 13 18 10  0
44  2      0 235064320 163304 3590804    0    0 113725 80689 357885 994458 61 12 18  9  0
51  1      0 235025104 163304 3614396    0    0 98847 84072 367774 1019550 63 12 16  9  0
 0 41      0 234985216 163316 3637324    0    0 113487 80349 357392 1000458 61 13 17  9  0
48  2      0 234944480 163320 3661100    0    0 97091 83460 362260 1009125 62 13 18  7  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
53  5      0 234909600 163328 3681088    0    0 119271 124688 312528 847078 52 10 26 12  0
48  1      0 234870752 163332 3704048    0    0 96677 83137 365360 1017716 62 13 17  8  0
57  5      0 234832400 163332 3727316    0    0 113944 81452 374886 992326 60 13 18  9  0
47  2      0 234792784 163332 3750508    0    0 113251 82165 377486 977653 60 12 18 10  0
44  3      0 234753888 163340 3773580    0    0 115825 82745 371888 966034 59 12 19 10  0
55  0      0 234717792 163352 3794048    0    0 105322 132456 326316 850707 52 11 25 12  0
53  3      0 234895776 163364 3815444    0    0 123902 91533 336859 910274 56 11 22 11  0
48  5      0 234858160 163368 3838164    0    0 95290 116404 343242 960206 61 12 16 11  0
42  6      0 234821856 163380 3860284    0    0 117501 83057 330594 947765 60 12 17 11  0
55  3      0 234780672 163380 3884636    0    0 108463 65856 353575 1024963 65 13 15  7  0
 1 16      0 234743920 163392 3907268    0    0 82719 115700 329830 968455 61 13 19  7  0
49  5      0 234703184 163392 3931320    0    0 103011 63725 355023 1025970 64 13 16  7  0
56  2      0 234662416 163392 3955512    0    0 104108 65076 363223 1039089 65 13 16  6  0
52  1      0 234618752 163392 3980744    0    0 85975 67340 366274 1060615 67 14 14  5  0
54  4      0 234576848 163392 4005292    0    0 102513 67008 362420 1019540 64 13 16  7  0
51  7      0 234530432 163400 4027032    0    0 90995 112228 322334 921528 58 11 22  9  0
52  1      0 234488208 163400 4053068    0    0 85287 68953 369774 1061226 67 13 15  5  0
49  4      0 234450336 163400 4075816    0    0 107691 64800 349716 1008145 64 13 16  8  0
59  6      0 234408512 163400 4100764    0    0 84394 67520 369176 1059748 67 14 15  5  0
56  3      0 234367168 163400 4124300    0    0 98792 67764 364464 1024311 64 13 17  6  0
53  7      0 234331504 163412 4146592    0    0 89479 110056 324398 933201 58 12 22  8  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
41  4      0 234290576 163412 4171460    0    0 80316 66696 366975 1061418 67 13 15  5  0
52  2      0 234248848 163412 4195500    0    0 95530 66313 362851 1019349 64 13 17  6  0
61  2      0 234454112 163420 4219424    0    0 76751 82040 346362 1002566 65 13 17  6  0
22 25      0 234397664 163424 4242744    0    0 97421 93808 330148 961979 63 12 16  8  0
 1 24      0 234346432 163444 4264564    0    0 94352 97993 327902 958360 61 12 18  8  0
54  3      0 234307840 163444 4287980    0    0 96232 78584 335040 970848 62 12 19  7  0
57  2      0 234265376 163444 4312680    0    0 86823 64712 357118 1057958 69 13 14  5  0
56  4      0 234208032 163448 4336224    0    0 112555 62537 347923 999576 63 13 17  7  0
14 28      0 234167936 163448 4360048    0    0 95858 84664 353349 995872 63 12 16  8  0
28 25      0 234128464 163456 4383264    0    0 103459 83500 354716 993321 62 13 17  9  0
50  3      0 234091936 163468 4404876    0    0 104386 113737 307316 863009 55 11 23 11  0
55  3      0 234052096 163468 4429452    0    0 82080 68252 366417 1057233 67 13 15  5  0
52  5      0 234009232 163468 4454412    0    0 97449 62044 353353 1027560 65 14 16  6  0
52  5      0 233967040 163468 4479324    0    0 84296 61344 366112 1051138 67 14 15  4  0
44  5      0 233907968 163476 4502216    0    0 123470 67833 337711 948186 60 12 19  9  0
54  0      0 233876800 163480 4521720    0    0 118331 126064 300195 818757 51 10 25 14  0
47  7      0 233835216 163480 4545444    0    0 99363 92845 360925 983966 62 12 17  9  0
37  2      0 233781200 163484 4568872    0    0 99449 70744 359584 1005712 63 13 17  7  0
51  3      0 233734272 163484 4593448    0    0 94814 70708 363503 1011487 64 13 17  6  0
57  2      0 233945360 163636 4614524    0    0 116741 77893 319688 918511 59 12 19 10  0
50  4      0 233878512 164232 4662628    0    0 110365 134864 300729 864106 56 11 22 11  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
53  3      0 233826496 164660 4696968    0    0 103890 67045 343338 972908 64 12 17  7  0
45  1      0 233779712 164660 4721148    0    0 107762 60312 350109 1013343 64 13 16  7  0
21 31      0 233739840 164660 4744708    0    0 97641 61636 346142 1027217 66 13 15  6  0
45 10      0 233701152 164668 4768664    0    0 100380 61280 353100 1018349 65 13 16  7  0
54  3      0 233646032 164676 4789908    0    0 93101 106944 323288 898556 58 11 25  6  0
60  3      0 233604944 164676 4813252    0    0 96145 62365 368464 1014852 65 13 16  7  0
42  6      0 233580320 164676 4836964    0    0 100040 61428 354665 1011676 65 13 16  6  0
52  2      0 233537632 164676 4861760    0    0 83452 63996 360030 1030333 66 13 15  6  0
40  3      0 233492672 164684 4885992    0    0 92973 62308 352520 1022356 66 13 15  6  0
52  2      0 233458080 164688 4907740    0    0 85404 106932 319445 917370 59 12 22  8  0
17 35      0 233249536 164700 4917228    0    0 342342 68517 146415 379119 26  5 42 27  0
52  4      0 233198480 164704 4936848    0    0 114012 135761 300471 808268 55 10 20 14  0
35  0      0 233127664 164708 4953172    0    0 188991 112858 247882 665953 45  8 26 21  0
24 26      0 233065888 164716 4973336    0    0 106573 108780 305934 867551 61 10 17 11  0
49  1      0 233030112 164720 4993780    0    0 119897 95330 293689 842254 59 11 18 13  0
 3 33      0 232985056 164720 5013136    0    0 115631 118644 288917 824155 57 10 19 14  0
48  1      0 232938432 164728 5030200    0    0 143912 123738 255206 702398 49  9 25 17  0
65  0      0 233140736 164736 5051184    0    0 83595 123212 291220 872638 64 10 16 10  0
45  9      0 233082208 164748 5068792    0    0 152465 115661 251147 723360 53  9 22 16  0
53  4      0 233051264 164752 5088716    0    0 124181 106473 287575 835845 59 11 17 13  0
45 13      0 232984736 164752 5108880    0    0 125773 104845 287131 830589 60 10 18 12  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
36  8      0 232984544 164756 5125324    0    0 187818 98478 257454 707386 49  9 24 19  0
 2 26      0 232935648 164760 5146120    0    0 105896 140989 310746 862180 58 11 19 12  0
51  2      0 232941216 164772 5167204    0    0 99299 113065 307254 854828 56 11 23 10  0
61  3      0 232989552 164772 5190152    0    0 130657 66585 356690 992416 61 13 17  9  0
52  3      0 232950976 164772 5213844    0    0 119168 69624 368870 1036545 64 13 16  8  0
27 16      0 232910272 164772 5236872    0    0 140644 66301 357015 973244 59 12 18 11  0
49  2      0 232870752 164772 5261080    0    0 115284 69608 368424 1023394 63 13 16  8  0
51  2      0 232834336 164784 5282740    0    0 102962 116968 332811 908853 56 11 23 10  0
63  2      0 232788896 164784 5305328    0    0 119828 82716 356837 990303 60 13 18  9  0
35 23      0 232739760 164784 5329192    0    0 125532 66245 358551 998892 61 13 18  8  0
45  5      0 232701376 164784 5352492    0    0 120224 65212 362014 1005128 62 13 18  8  0
53  4      0 232659952 164788 5377308    0    0 95401 69584 374040 1052537 65 14 15  6  0
50  2      0 232624448 164788 5399148    0    0 95338 114336 335898 930620 56 12 23  9  0
53  3      0 232570368 164796 5422760    0    0 112951 68828 361559 1009121 62 12 18  7  0
52  2      0 232766592 164812 5442684    0    0 152432 79869 303141 859154 54 11 23 12  0
25 28      0 232730848 164812 5466556    0    0 101854 93584 346771 986118 64 12 15  9  0
54  4      0 232691216 164816 5491044    0    0 104231 72449 360096 1025396 64 13 15  7  0
58  1      0 232653120 164816 5513728    0    0 87026 116372 337470 952658 59 12 21  8  0
50  3      0 232610800 164824 5536460    0    0 139483 61964 339368 963749 60 12 18 10  0
37  1      0 232570208 164828 5560436    0    0 108907 67240 359496 1021169 63 13 16  8  0
56  4      0 232529616 164828 5585796    0    0 90694 70964 373136 1051258 67 13 15  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
46  6      0 232485856 164828 5611216    0    0 96069 69320 375580 1054059 65 14 15  6  0
51  3      0 232448224 164828 5630784    0    0 121894 109880 312806 855616 53 11 23 13  0
15 17      0 232409232 164836 5654676    0    0 121245 65404 355783 996093 62 12 18  8  0
39 20      0 232367648 164836 5680056    0    0 91024 66872 373862 1055185 66 14 15  5  0
26 27      0 232326912 164840 5704308    0    0 105663 65637 369126 1025077 64 13 16  7  0
24 21      0 232285664 164840 5729260    0    0 104225 69376 379712 1041306 64 13 15  7  0
50  0      0 232251872 164840 5750440    0    0 76611 111832 354128 911343 55 12 23 10  0
51  6      0 232212528 164848 5773684    0    0 103067 65796 374110 1031903 64 13 16  8  0
54  2      0 232171552 164848 5798732    0    0 103031 68120 368072 1019641 63 13 17  7  0
48  8      0 232377808 164860 5821872    0    0 97616 72045 361922 992689 61 12 18  8  0
56  2      0 232340384 164860 5845980    0    0 83137 90580 343499 1019800 66 13 14  7  0
52  4      0 232308864 164864 5865648    0    0 95328 131072 298913 852545 55 11 23 11  0
43  6      0 232266000 164872 5891028    0    0 110837 66825 358034 1018946 64 13 16  7  0
 0 42      0 232226288 164872 5915336    0    0 107995 65900 358498 1038529 66 13 14  6  0
43  4      0 232185840 164872 5940436    0    0 87758 67552 361797 1048665 67 13 15  6  0
57  2      0 232146096 164872 5964164    0    0 87252 66488 369891 1058660 66 13 14  6  0
55  2      0 232110080 164876 5986488    0    0 92864 112476 327087 912708 58 11 22  9  0
42  5      0 232072864 164884 6009548    0    0 101823 66645 354793 1017357 64 13 16  7  0
51  4      0 232031392 164884 6034160    0    0 99151 66420 355700 1018769 64 13 16  7  0
54  8      0 231989872 164884 6059164    0    0 86893 69412 368902 1053667 67 13 15  5  0
47  5      0 231948672 164884 6083656    0    0 101078 66736 361417 1027773 64 13 16  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
51  5      0 231912080 164888 6105996    0    0 76248 112796 334420 954017 59 13 20  8  0
31 20      0 231873328 164888 6130120    0    0 97362 67564 359005 1026056 64 13 16  6  0
60  2      0 231835104 164896 6152732    0    0 115590 74317 351660 982924 61 13 17 10  0
49  3      0 231797632 164896 6175332    0    0 110587 87304 350759 968626 60 12 18 10  0
43  7      0 231759632 164900 6198296    0    0 109197 88289 351610 957599 59 12 19 10  0
34  3      0 231968784 164916 6216480    0    0 112119 140416 294112 793854 49 10 27 14  0
56  4      0 231934560 164924 6238244    0    0 107159 111221 329184 925279 59 11 18 11  0
49  4      0 231897088 164928 6259624    0    0 130137 97606 317468 883276 56 11 20 13  0
55  5      0 231852944 164928 6283596    0    0 89734 67968 359742 1031956 67 13 15  5  0
47  4      0 231814496 164928 6308092    0    0 100376 68140 352232 1016918 65 13 15  7  0
 2 42      0 231768640 164932 6332256    0    0 107287 69436 354620 1007616 64 13 16  7  0
50  7      0 231731520 164944 6354948    0    0 74759 116604 321703 924034 59 11 22  7  0
38  3      0 231692448 164948 6378520    0    0 100040 67713 350523 1001095 64 13 16  7  0
28 17      0 231650320 164948 6403844    0    0 82205 69052 362303 1042443 67 13 15  5  0
53  3      0 231609984 164948 6427044    0    0 114856 64044 339372 969393 62 12 18  8  0
52  9      0 231568656 164948 6451008    0    0 98227 68752 352792 1009957 64 13 16  7  0
56  2      0 231534624 164956 6472920    0    0 70811 114868 319768 917356 59 11 21  8  0
53  5      0 231494064 164964 6496792    0    0 106119 67808 352664 997868 63 13 17  7  0
56  3      0 231454320 164968 6520500    0    0 97493 68165 354902 994805 63 12 17  7  0
53  1      0 231415120 164968 6544904    0    0 101483 68084 350416 992731 64 13 17  7  0
53  5      0 231374688 164968 6568496    0    0 95960 70316 354194 1008921 65 13 16  7  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
47  2      0 231337056 164976 6589836    0    0 91981 112780 322277 896199 56 12 24  9  0
16 38      0 231592832 164988 6611796    0    0 113956 80977 334071 926262 59 12 19 10  0
47  1      0 231557280 164988 6633880    0    0 108094 105716 326358 922316 61 11 16 12  0
 0 49      0 231521024 164996 6654616    0    0 132004 93658 321341 897686 58 11 18 12  0
52  4      0 231469008 164996 6677128    0    0 118147 80816 348680 947408 61 12 17 10  0
50  4      0 231434304 165000 6697408    0    0 106650 127557 320504 864595 55 11 22 13  0
33  1      0 231397232 165008 6720328    0    0 113454 72780 352617 965558 62 12 17  9  0
50  0      0 231358480 165008 6743468    0    0 98142 66601 362928 1008423 65 13 15  7  0
50  3      0 231319360 165008 6766840    0    0 117689 81792 346791 952373 60 12 18 10  0
50  4      0 231282496 165020 6789144    0    0 118477 70297 338187 950684 61 12 18  9  0
57  2      0 231244720 165020 6813292    0    0 96440 60492 346919 1015115 66 13 15  6  0
48  2      0 231206064 165032 6835968    0    0 77118 109628 325831 913932 59 11 22  8  0
59  2      0 231142240 165032 6859472    0    0 107526 61388 343599 980629 63 13 17  7  0
29 24      0 231102624 165032 6883484    0    0 95656 60376 346587 1011777 66 13 15  6  0
57  5      0 231060320 165032 6906708    0    0 103104 59605 343567 1003960 65 12 15  8  0
53  4      0 231025472 165032 6927824    0    0 86859 105964 316791 900807 58 11 24  7  0
55  7      0 230984752 165044 6952464    0    0 83161 64764 358063 1026959 66 13 15  6  0
53  1      0 230946528 165044 6975804    0    0 100663 61900 354155 1002702 65 12 17  6  0
 5 43      0 231152608 165056 6999052    0    0 94276 62133 343330 978211 63 12 18  7  0
22 32      0 231115488 165060 7022604    0    0 79956 92440 336650 985911 66 12 14  7  0
 1 23      0 231078560 165060 7044164    0    0 89294 120868 310027 891734 59 12 19 10  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19 28      0 231043168 165068 7065472    0    0 118311 80829 318905 910964 59 12 21  9  0
53  3      0 231001248 165068 7090028    0    0 91470 70196 354270 1013218 66 13 15  6  0
49  2      0 230838096 165072 7100200    0    0 339715 49209 165166 440834 28  5 41 25  0
49  4      0 230806528 165076 7117720    0    0 157544 129268 273873 736651 50  9 22 19  0
56  4      0 230726112 165080 7135676    0    0 143405 122838 279812 769836 53 10 22 15  0
49  2      0 230693504 165092 7153960    0    0 135546 128049 286654 782680 54  9 20 16  0
 7 36      0 230632128 165092 7171092    0    0 152990 126393 273984 752212 53  9 21 17  0
53  0      0 230582272 165100 7190052    0    0 98922 147389 271423 751413 53  9 24 15  0
60  3      0 230548144 165100 7208600    0    0 144573 108865 282222 781010 55  9 21 15  0
55  1      0 230502960 165104 7229852    0    0 109686 101089 297152 859259 60 11 17 12  0
 2 37      0 230449056 165104 7248840    0    0 125736 103809 297584 830881 59 10 18 13  0
65  2      0 230415376 165116 7269572    0    0 118100 102137 291938 836050 59 10 18 12  0
56  2      0 230375776 165120 7287968    0    0 121041 112337 295730 831090 58 10 18 14  0
 5 15      0 230333376 165124 7301304    0    0 203592 139973 202743 561379 40  7 31 22  0
51 12      0 230333680 165124 7320940    0    0 103345 129133 301629 804339 55 10 21 13  0
42  2      0 230341056 165128 7342952    0    0 102397 103270 326730 902335 61 11 18 10  0
24 29      0 230489920 165136 7363528    0    0 116492 85973 328519 903561 58 12 19 11  0
46  8      0 230439328 165140 7386112    0    0 134260 89049 372374 951716 56 12 20 12  0
53  6      0 230643520 165156 7406444    0    0 139642 103540 335171 872360 53 11 20 16  0
 5 33      0 230611648 165156 7426152    0    0 119608 134277 324964 854460 53 10 19 18  0
54  4      0 230578800 165160 7446256    0    0 126388 105605 322649 879791 54 11 23 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
51  6      0 230541920 165168 7469224    0    0 143591 76952 352949 958046 58 12 18 12  0
