procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
45  6      0 241109104 162920 2068496    0    0 76806 61892 454532 1092542 57 13 26  4  0
22  8      0 240767152 162928 2091168    0    0 77062 61748 456858 1088661 57 13 25  4  0
45  5      0 240434800 162928 2113260    0    0 92342 60976 438764 1046005 55 13 27  6  0
52  2      0 240121424 162944 2134516    0    0 71481 97828 419413 1002458 53 12 28  6  0
31  6      0 239788672 162944 2157068    0    0 75935 63868 449732 1082285 57 14 25  4  0
32 18      0 239457952 162944 2179720    0    0 74434 62044 453193 1092920 57 13 25  4  0
23  2      0 239132864 162948 2202324    0    0 73705 63128 446267 1079922 58 13 25  4  0
33  2      0 238825056 162956 2223784    0    0 69592 98656 409509 995525 54 12 28  6  0
35  3      0 238495792 162964 2246012    0    0 70941 74764 436210 1055556 57 13 25  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
45  1      0 238189472 162968 2267912    0    0 68172 91700 422877 1029875 57 13 24  6  0
36  4      0 237873584 162968 2289344    0    0 76886 71465 436179 1049892 57 13 25  6  0
46  1      0 237546448 162968 2311740    0    0 76184 63252 451981 1087475 58 14 25  4  0
41  0      0 237247456 162976 2332336    0    0 68659 96892 413296 1005307 53 13 28  7  0
46  3      0 236931456 162976 2354576    0    0 72587 61620 452245 1104900 59 14 24  4  0
47  3      0 236617920 162976 2377208    0    0 78953 61460 437398 1077048 58 13 24  5  0
36  2      0 236311840 162976 2399624    0    0 69418 63648 441133 1088550 59 13 24  4  0
44  2      0 236035408 162976 2420204    0    0 78328 96660 397424 980185 53 12 27  7  0
48  3      0 235724784 162984 2443364    0    0 69308 63984 438329 1089348 59 13 23  4  0
53  6      0 235426272 162984 2465832    0    0 66235 62024 434297 1091805 60 14 23  4  0
34  3      0 235127104 162984 2488860    0    0 66229 63780 429382 1094128 61 13 22  4  0
43  1      0 234850400 162988 2510544    0    0 61793 98060 397335 1005404 56 12 26  5  0
50  5      0 234552656 162988 2533384    0    0 65752 62092 433683 1095337 60 14 23  4  0
32  1      0 234251056 162996 2557320    0    0 67865 64388 423831 1074276 60 14 22  4  0
49  2      0 233955520 162996 2580784    0    0 65174 64628 442034 1085974 61 13 22  4  0
57  2      0 233688192 162996 2602372    0    0 58854 102368 404430 993875 56 12 26  5  0
51  0      0 233393168 163000 2623180    0    0 108310 84037 405117 965970 53 12 26  9  0
55  3      0 233110928 163008 2644384    0    0 83321 107376 410541 987265 56 12 23  9  0
47  6      0 232814224 163016 2665780    0    0 91300 98729 385220 955801 55 12 25  8  0
 5 42      0 232526992 163032 2688136    0    0 85999 77437 415522 1043649 59 13 23  6  0
48  4      0 232259744 163032 2708900    0    0 60682 103276 385106 961766 53 12 28  7  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
39  0      0 231964704 163032 2732828    0    0 65793 64144 418584 1059775 61 13 23  4  0
 2 35      0 231583200 163040 2751348    0    0 223774 70149 327371 830608 47 10 28 15  0
27  6      0 231306800 163044 2764056    0    0 183400 115456 232546 568368 35  7 38 21  0
 3 38      0 231062576 163056 2780968    0    0 142188 136525 318156 785577 48  9 27 16  0
41  9      0 230820608 163060 2798424    0    0 123019 129546 323167 784067 48  9 29 14  0
57  5      0 230591168 163064 2814996    0    0 105517 155241 290467 721211 46  9 33 13  0
34  0      0 230380224 163068 2833476    0    0 105750 109605 348288 872827 54 10 25 11  0
47  1      0 230148064 163072 2851868    0    0 136073 101593 321610 815272 51 10 26 13  0
33 14      0 229913008 163080 2872408    0    0 84808 105556 360369 931057 59 11 22  8  0
62  2      0 229652448 163088 2890744    0    0 137586 96550 301427 812395 53 10 25 13  0
 4 32      0 229414944 163088 2909024    0    0 121831 128880 305492 811869 53  9 25 13  0
 3 38      0 229232448 163088 2927288    0    0 94605 120396 317353 833817 53 10 26 10  0
 3 34      0 229013392 163092 2947772    0    0 104464 112970 331577 858271 54 10 24 11  0
36  2      0 228856608 163104 2964056    0    0 169381 94110 284558 753821 47  9 28 16  0
35  1      0 228654848 163104 2985568    0    0 87151 113597 349426 924690 56 11 24  8  0
44  4      0 228505824 163128 3007508    0    0 92286 76556 389745 998769 57 12 23  9  0
52  2      0 228495744 163140 3028104    0    0 86486 100616 387853 956732 52 12 28  8  0
45  1      0 228222608 163144 3050012    0    0 99980 102861 394076 976571 54 12 25  9  0
35  2      0 227952880 163152 3071532    0    0 87859 94035 405806 1015539 57 12 24  7  0
53  0      0 227650896 163152 3095444    0    0 73155 80030 432269 1070707 58 13 24  5  0
51  3      0 227368992 163152 3118680    0    0 84193 77340 415301 1056717 58 13 23  6  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
46  3      0 227122208 163152 3139920    0    0 72967 115724 377258 963343 53 12 27  7  0
48  8      0 226842880 163152 3163780    0    0 64318 80600 425417 1087063 60 14 22  4  0
43  5      0 226575456 163164 3187560    0    0 79945 80037 404787 1052382 59 13 22  6  0
48  0      0 226316112 163164 3210404    0    0 90120 76548 394865 1023988 58 13 23  7  0
40  0      0 226075392 163164 3232116    0    0 71680 119024 369075 959207 54 12 27  7  0
50  2      0 225818432 163164 3255728    0    0 56643 82344 416040 1098546 62 13 21  4  0
40  1      0 225540128 163164 3279904    0    0 69286 74768 406633 1068698 61 13 22  4  0
51  1      0 225275104 163180 3302976    0    0 91270 92333 379907 987384 56 12 24  8  0
43  2      0 225041856 163180 3324184    0    0 88634 91088 362157 953008 55 12 26  7  0
42  1      0 224830272 163180 3344424    0    0 89903 130293 343666 889712 51 11 29  9  0
28  9      0 224578768 163184 3367436    0    0 86295 93728 389396 1013182 57 13 24  7  0
46  3      0 224330352 163184 3390184    0    0 86002 94013 391738 1017087 58 12 23  7  0
47  3      0 224099664 163184 3412992    0    0 83717 92220 387290 1033269 59 13 22  7  0
52  3      0 224124288 163208 3434808    0    0 81768 107917 355540 968676 57 12 23  7  0
49  0      0 223919744 163212 3454628    0    0 89585 152393 322492 856938 51 10 27 12  0
58  5      0 223693728 163224 3476796    0    0 93110 89305 380897 1002682 57 12 23  8  0
51  0      0 223460768 163224 3498544    0    0 89425 106028 388868 975631 57 11 24  9  0
49  1      0 223224608 163228 3521364    0    0 87389 87689 402563 998033 57 12 23  7  0
44  1      0 222989824 163236 3544508    0    0 87365 85056 402041 1002315 58 12 23  7  0
54  2      0 222772128 163240 3565564    0    0 62649 110676 369593 942783 54 11 29  6  0
45  1      0 222546528 163252 3588008    0    0 87294 67849 369516 990731 57 12 25  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
46  0      0 222304256 163252 3611952    0    0 68360 71700 394053 1066790 62 13 21  4  0
54  1      0 222055584 163252 3636844    0    0 54133 74149 398223 1090241 63 14 19  4  0
48  3      0 221836048 163264 3659212    0    0 63216 109800 359611 960442 56 12 26  6  0
50  8      0 221600320 163264 3683432    0    0 69215 71032 382201 1057701 62 13 20  4  0
53  3      0 221370848 163264 3706876    0    0 66698 71756 389058 1066058 62 14 20  4  0
52  3      0 221129248 163264 3732344    0    0 50979 74112 394264 1089303 65 14 19  3  0
58  4      0 220883568 163264 3756564    0    0 67611 72040 387354 1066186 63 13 20  4  0
44  2      0 220673968 163276 3778900    0    0 56621 111549 351182 965792 56 13 25  6  0
50  3      0 220463136 163276 3803492    0    0 65633 73524 386529 1055429 62 13 20  5  0
49  1      0 220492320 163284 3826828    0    0 60982 87772 353391 1012548 62 13 21  5  0
41 10      0 220277888 163288 3850956    0    0 47222 101688 377974 1043813 64 13 19  4  0
50  6      0 220049792 163292 3873112    0    0 70250 116445 343414 940820 57 11 26  7  0
44  3      0 219825072 163296 3897484    0    0 68783 70076 382187 1060295 62 13 21  4  0
39  9      0 219590784 163304 3921696    0    0 50188 71744 385130 1093239 65 14 18  3  0
28 20      0 219383504 163304 3946856    0    0 49683 73633 379521 1080505 65 14 18  3  0
43  0      0 219178240 163312 3969216    0    0 94459 87328 362836 976471 58 12 23  8  0
46  0      0 218980048 163312 3989736    0    0 92755 132021 322789 872933 51 10 29  9  0
55  1      0 218768576 163316 4013984    0    0 62286 97176 381578 1047184 62 13 20  5  0
50  3      0 218563552 163328 4037636    0    0 78315 81489 368230 1011277 60 13 21  6  0
31 23      0 218348672 163328 4061832    0    0 58462 72612 373693 1062549 64 13 19  4  0
40  0      0 218136832 163328 4085756    0    0 61846 73208 371821 1052890 63 13 19  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
57  2      0 217941616 163328 4108080    0    0 61662 115232 330348 943842 57 12 25  6  0
45  3      0 217741952 163328 4132924    0    0 58136 73916 375900 1049679 63 13 20  4  0
42  2      0 217521696 163340 4157012    0    0 65577 71533 366554 1033823 63 12 20  4  0
47  3      0 217321168 163340 4181600    0    0 41291 75340 377688 1080129 66 13 19  3  0
41  0      0 217149856 163340 4203080    0    0 69892 112744 325740 905967 55 11 27  7  0
44  1      0 217175728 163352 4226396    0    0 66799 91608 332951 968299 61 13 22  5  0
 5 28      0 216995200 163352 4250532    0    0 58556 99401 352817 1027526 65 13 18  5  0
43  1      0 216785440 163360 4275224    0    0 51556 75832 371543 1045188 63 13 20  4  0
57  2      0 216584144 163360 4299404    0    0 65170 70536 358950 1046215 64 13 19  4  0
53  1      0 216386832 163364 4321312    0    0 57823 117305 330262 942191 58 12 25  5  0
27 22      0 216197952 163364 4346388    0    0 57581 73912 363081 1049912 64 14 18  4  0
59  0      0 216039200 163376 4369964    0    0 75851 66765 343443 992435 61 13 22  5  0
54  1      0 215845664 163384 4395748    0    0 40702 68436 367089 1075039 67 14 17  2  0
44  0      0 215653040 163384 4420676    0    0 55257 68176 362744 1048934 64 14 19  3  0
65  0      0 215471552 163384 4444188    0    0 38014 113028 328174 973711 61 12 23  4  0
52  2      0 215285744 163384 4468344    0    0 72837 65989 350100 1013156 62 13 20  4  0
56  1      0 215093856 163384 4493592    0    0 54003 69872 357788 1047604 65 13 19  3  0
55  0      0 214909104 163392 4518360    0    0 36360 70216 367304 1077992 67 14 17  2  0
 0 13      0 214714112 163396 4542472    0    0 55114 99120 356677 986421 62 13 22  4  0
39  0      0 214534528 163396 4566996    0    0 35127 85628 367512 1018997 64 12 21  3  0
45  1      0 214347840 163396 4592648    0    0 52935 71556 363925 1034844 64 13 20  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
32 10      0 214421024 163412 4616468    0    0 54111 82521 325561 990861 65 12 20  4  0
11  1      0 214251600 163412 4640660    0    0 49168 89296 334432 1021100 67 12 17  4  0
61  2      0 214078816 163424 4662684    0    0 42618 111541 328337 957779 59 12 24  4  0
57  3      0 213891200 163424 4687512    0    0 55979 61724 350231 1052750 66 13 18  3  0
56  1      0 213712608 163424 4712292    0    0 55478 60828 348073 1041372 65 13 18  3  0
51  1      0 213527120 163424 4737188    0    0 54148 61324 345443 1032388 66 13 18  3  0
38  3      0 213344208 163424 4762660    0    0 35577 62920 356871 1072166 67 14 17  2  0
34  6      0 213188544 163436 4784940    0    0 49589 104176 305185 947117 60 12 24  4  0
59  3      0 213013984 163436 4810428    0    0 36050 62085 346123 1076822 69 14 16  2  0
45  3      0 212843680 163436 4835516    0    0 32934 60984 347949 1069369 69 13 16  2  0
40  1      0 212674080 163436 4860708    0    0 47682 61704 348085 1045285 66 13 18  3  0
13 18      0 212478048 163440 4871972    0    0 323629 63056 168650 456248 29  6 47 19  0
56  1      0 212357920 163452 4888032    0    0 83409 191589 267223 715559 47  8 33 11  0
 8 16      0 212191216 163456 4905636    0    0 162556 130310 266808 717473 48  8 31 13  0
45  3      0 212044480 163460 4926280    0    0 92928 119825 292995 846167 58 10 24  8  0
50  0      0 211904960 163460 4947176    0    0 94309 97389 303889 871120 59 11 23  7  0
25  0      0 211739648 163464 4967512    0    0 94585 99477 293834 848335 58 10 23  8  0
48  0      0 211611360 163476 4989196    0    0 77849 97021 307829 911247 62 11 21  6  0
57  1      0 211730848 163488 5010656    0    0 61836 123260 288919 877907 64 10 21  5  0
40  0      0 211575936 163496 5026740    0    0 111787 173930 219191 649426 47  9 34 10  0
63  0      0 211436224 163500 5049688    0    0 57853 112441 305762 925454 65 12 18  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
43  8      0 211327648 163500 5067536    0    0 160285 101317 257328 749763 52  9 27 12  0
32  1      0 211161728 163504 5088812    0    0 93264 116833 299548 866255 59 11 23  7  0
57 11      0 211032032 163648 5112344    0    0 73418 90801 322231 959415 63 11 20  5  0
47  2      0 211026752 164252 5162168    0    0 105748 72457 324466 953061 60 12 21  6  0
36  1      0 210839584 164668 5194736    0    0 63725 122552 357362 956182 56 12 27  6  0
51  1      0 210622080 164668 5219576    0    0 56041 73608 389778 1078761 64 14 20  3  0
45  2      0 210415040 164672 5244468    0    0 67098 71465 380040 1064850 63 13 20  4  0
58  0      0 210223776 164680 5269052    0    0 61980 69976 369271 1068699 64 13 19  3  0
48  3      0 210046176 164680 5292112    0    0 39737 114332 347904 999468 60 13 23  4  0
 4 27      0 209872992 164684 5315304    0    0 91086 85656 358502 1007711 60 13 22  6  0
55  0      0 209688304 164684 5338236    0    0 92388 87737 346919 960818 57 12 24  7  0
50  3      0 209508928 164684 5363816    0    0 38978 73548 374255 1089212 67 13 18  2  0
47  2      0 209329440 164692 5389116    0    0 51891 71236 365928 1066643 65 13 19  3  0
49  1      0 209159168 164696 5412444    0    0 36457 117617 343714 985949 59 12 25  3  0
60  1      0 209238848 164704 5437248    0    0 49882 85368 335226 1007088 63 13 21  3  0
 2 34      0 209019584 164704 5461456    0    0 88167 98064 335140 994310 63 12 20  5  0
56  2      0 208864208 164708 5484796    0    0 80794 74613 320895 951782 60 11 22  7  0
56  2      0 208717472 164716 5510300    0    0 59255 68920 344428 1063952 66 14 17  3  0
47  1      0 208553248 164720 5533964    0    0 38466 118248 324445 968670 60 12 25  3  0
52  1      0 208378848 164720 5559796    0    0 37159 71356 360854 1095669 68 14 16  2  0
55  1      0 208197696 164720 5584300    0    0 75737 66628 357323 1013723 63 12 21  4  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
45  3      0 208033808 164728 5609756    0    0 54644 71400 349347 1045872 65 13 19  3  0
63  2      0 207870592 164728 5635668    0    0 33649 72152 360899 1089065 68 14 17  2  0
55  0      0 207710688 164728 5659524    0    0 38306 116672 324054 958293 60 12 25  3  0
61  1      0 207552176 164728 5682068    0    0 100820 83901 338455 964592 59 11 23  7  0
39  1      0 207396336 164732 5705816    0    0 68802 93573 356441 1015667 61 13 21  5  0
47  2      0 207251232 164740 5730512    0    0 66828 91904 358936 1017874 61 13 22  5  0
57  2      0 207103520 164744 5754528    0    0 81660 91429 349293 973225 59 12 24  5  0
38  1      0 206973488 164744 5775192    0    0 62215 138169 314764 887080 54 10 30  5  0
48  1      0 206832976 164744 5800288    0    0 66231 86976 357084 1002687 61 12 23  4  0
63  0      0 206939040 164756 5823112    0    0 79088 93261 335733 950549 59 11 25  5  0
37  4      0 206798528 164760 5847200    0    0 62683 112056 334784 991702 63 12 20  5  0
24 20      0 206655744 164772 5869648    0    0 69869 98165 340022 981770 61 12 22  5  0
 7 29      0 206488960 164776 5894656    0    0 71788 86853 354053 1043238 65 13 18  4  0
53  1      0 206351024 164776 5916696    0    0 45839 135252 308814 904086 55 11 29  5  0
49  0      0 206205792 164784 5940516    0    0 67932 81425 342938 1010934 63 12 21  4  0
 1  6      0 206047408 164784 5964156    0    0 47140 95768 327431 986099 62 12 23  3  0
60  1      0 205898496 164796 5989028    0    0 48649 72340 340807 1018081 64 13 20  3  0
48  1      0 205706944 164796 6014768    0    0 53292 71092 344365 1043715 65 13 19  3  0
51  6      0 205563216 164800 6038972    0    0 48102 95309 338108 989678 61 12 23  4  0
59  0      0 205372480 164800 6063152    0    0 60511 69064 334726 1023334 64 13 20  3  0
60  0      0 205241440 164800 6086060    0    0 95531 64468 319550 947228 60 11 24  5  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
55  3      0 205127088 164808 6112464    0    0 29782 74556 351357 1075015 68 14 17  2  0
52  0      0 205001440 164812 6137504    0    0 47470 71237 348760 1046595 66 13 19  3  0
52  1      0 204860992 164812 6160784    0    0 42484 117768 319875 934782 58 12 27  4  0
43 10      0 204671680 164812 6184704    0    0 78292 69513 310763 915037 58 11 26  5  0
51  2      0 204554560 164812 6208968    0    0 43527 82284 353777 1041139 65 13 19  3  0
56  0      0 204685344 164832 6232504    0    0 58915 85768 305996 949917 62 12 22  4  0
45  4      0 204549488 164832 6258068    0    0 26934 97508 336771 1046636 69 13 16  2  0
55  2      0 204379968 164832 6280592    0    0 54701 118369 311608 914201 57 11 27  5  0
 2  0      0 204217216 164836 6306996    0    0 40166 74684 350590 1052865 67 13 17  3  0
60  0      0 204071104 164836 6332636    0    0 45035 71736 339836 1049627 67 13 18  3  0
33  1      0 203953104 164844 6355832    0    0 71925 85621 341978 1006255 62 12 21  5  0
42 14      0 203821952 164848 6380696    0    0 77655 89349 334682 972517 61 12 22  5  0
48  0      0 203700640 164848 6400700    0    0 58377 139052 312936 896165 56 11 29  5  0
 8 27      0 203569216 164848 6425332    0    0 76113 90177 345060 995741 62 12 22  4  0
47  2      0 203440544 164852 6449408    0    0 58258 90740 345142 985378 61 12 23  4  0
57  0      0 203311552 164864 6474068    0    0 60289 75565 333148 998165 63 12 21  4  0
55  0      0 203168928 164864 6500052    0    0 26525 70448 344922 1075598 68 14 16  2  0
36  5      0 203045344 164864 6522512    0    0 38664 114628 306717 937202 59 12 26  3  0
51  2      0 202901408 164868 6548860    0    0 26454 71349 372790 1065321 68 13 17  2  0
49  2      0 202750224 164868 6573800    0    0 52337 67608 357742 1018873 65 12 20  3  0
31  2      0 202656416 164868 6598644    0    0 46630 67252 363621 1029661 65 13 19  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
41  9      0 202756736 164884 6623224    0    0 44314 87352 343121 991348 66 12 20  3  0
35  1      0 202638880 164888 6645548    0    0 38137 142673 295776 894205 59 11 27  3  0
54  0      0 202483616 164888 6670420    0    0 53734 72860 339442 1025151 66 13 18  3  0
 5 21      0 202327584 164892 6695256    0    0 70105 76069 338779 1012730 65 13 19  3  0
53  1      0 202183824 164892 6720160    0    0 43160 88940 344976 1024148 66 12 19  3  0
31  0      0 202026336 164904 6734304    0    0 253156 80457 212003 583789 38  7 40 14  0
 7 32      0 201881136 164908 6753668    0    0 131165 127840 291787 812584 55 10 28  8  0
59  4      0 201766496 164916 6770388    0    0 95857 177229 250519 698081 48  8 36  8  0
30 17      0 201641440 164916 6792408    0    0 65711 135926 314171 898499 63 10 22  5  0
50  1      0 201462848 164920 6812008    0    0 118085 107270 282351 800543 55 10 29  7  0
51  2      0 201347888 164932 6834200    0    0 53569 114729 311174 925886 64 11 21  4  0
60  0      0 201249728 164932 6854916    0    0 95186 99188 283136 850375 59 11 25  6  0
54  1      0 201142848 164972 6874496    0    0 109884 102970 273935 817821 56 10 28  6  0
49  0      0 201003408 164976 6894116    0    0 110507 123372 283478 802551 55  9 27  8  0
61  1      0 200903216 164980 6910776    0    0 105281 171730 239065 681442 47  8 37  8  0
59  1      0 200820464 164992 6931352    0    0 92716 117469 297299 860462 59 11 24  6  0
45  8      0 200743328 164996 6952248    0    0 91669 101289 299321 875366 59 11 24  6  0
60  0      0 200641504 164996 6975664    0    0 61298 87330 322712 963384 63 12 21  3  0
53  0      0 200770128 165012 6999868    0    0 22414 73668 340118 1026052 66 12 20  2  0
46  1      0 200653808 165016 7023472    0    0 60267 89173 306329 965714 64 12 20  4  0
32 19      0 200503216 165032 7043036    0    0 77875 168677 317471 837678 50 10 31  9  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
49  1      0 200317344 165032 7067344    0    0 92395 95324 371866 1009628 60 13 22  6  0
28  0      0 200131952 165032 7091872    0    0 67385 92833 370978 1049692 63 13 20  4  0
52  3      0 199989264 165036 7116440    0    0 83872 84520 352761 1001320 60 13 21  6  0
40  2      0 199830336 165036 7141912    0    0 54084 79536 360919 1058734 65 13 18  3  0
45 12      0 199679376 165040 7165792    0    0 51817 123861 325310 936206 57 12 27  4  0
58  2      0 199516768 165048 7190012    0    0 51750 80520 362688 1067746 65 13 19  3  0
14  0      0 199286368 165048 7214752    0    0 75665 78308 344787 1006816 62 12 22  4  0
53  3      0 199168144 165048 7237612    0    0 85743 87976 342704 991296 60 12 23  5  0
51  1      0 199024912 165052 7262200    0    0 89023 88613 352070 1003458 61 12 23  5  0
49  0      0 198896032 165052 7283620    0    0 31162 123232 330152 982657 60 12 25  3  0
51  6      0 198726848 165060 7309948    0    0 49357 73888 357092 1054761 65 13 19  3  0
41  0      0 198563680 165060 7335068    0    0 35710 76037 365417 1084244 67 13 18  2  0
56  1      0 198331872 165060 7358432    0    0 98729 73252 323901 945713 58 12 25  6  0
58  0      0 198225056 165060 7382616    0    0 65265 87256 353020 1021063 62 13 22  4  0
55  4      0 198371792 165076 7404148    0    0 41932 145777 291706 885884 55 11 29  4  0
 6 30      0 198258192 165088 7429148    0    0 56759 103328 338629 1026187 66 13 18  3  0
51  2      0 198102672 165088 7454424    0    0 42381 82857 345579 1041329 65 13 19  3  0
50  6      0 197892192 165092 7477304    0    0 106241 62804 317911 946072 59 12 23  6  0
56  1      0 197771632 165092 7502028    0    0 68034 88177 343270 1023271 63 13 20  4  0
 0  6      0 197656528 165096 7524748    0    0 51213 138232 323177 970541 60 12 24  4  0
44  2      0 197531184 165104 7549764    0    0 49370 76260 354487 1008303 63 12 22  3  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
